"","DOI","Year","Author","references"
"600","Tarasov, P.E. (1992). Holocene palaeogeography of the steppe zone of northern and central Kazakhstan. Doctoral dissertation. Moscow State University, Moscow, Russia (in Russian).","1992","Tarasov","Tarasov, P.E. (1992). Holocene palaeogeography of the steppe zone of northern and central Kazakhstan. Doctoral dissertation. Moscow State University, Moscow, Russia (in Russian)."
"601","Tarasov, P.E., Harrison, S.P., Saarse, L., Pushenko, M.Y., Andreev, A.A., Aleshinskaya, Z.V., Davydova, N.N., Dorofeyuk, N.I., Efremov, Y.V., Khomutova, V.I., Sevastyanov, D.V., Tamosaitis, J., Uspenskaya, O.N., Yakushko, O.F. and Tarasova, I.V., 1994. Lake status records from the former Soviet Union and Mongolia: data base documentation. Paleoclimatology Publications Series 2, World Data Center-A for Paleoclimatology, NOAA Paleoclimatology Program, Boulder, Colorado, USA.","1994","Tarasov","Tarasov, P.E., Harrison, S.P., Saarse, L., Pushenko, M.Y., Andreev, A.A., Aleshinskaya, Z.V., Davydova, N.N., Dorofeyuk, N.I., Efremov, Y.V., Khomutova, V.I., Sevastyanov, D.V., Tamosaitis, J., Uspenskaya, O.N., Yakushko, O.F. and Tarasova, I.V., 1994. Lake status records from the former Soviet Union and Mongolia: data base documentation. Paleoclimatology Publications Series 2, World Data Center-A for Paleoclimatology, NOAA Paleoclimatology Program, Boulder, Colorado, USA."
"602","Tarasov, P.E. and Kremenetskii, K.V., 1995. Geochronology and stratigraphy of the Holocene lacustrine-bog deposits in northern and central Kazakhstan. Stratigraphy and Geological Correlation, 3(1), pp.73-80.","1995","Tarasov","Tarasov, P.E. and Kremenetskii, K.V., 1995. Geochronology and stratigraphy of the Holocene lacustrine-bog deposits in northern and central Kazakhstan. Stratigraphy and Geological Correlation, 3(1), pp.73-80."
"603","10.1016/j.palaeo.2014.12.018","2015","Teresa R. Krause and Yanbin Lu and Cathy Whitlock and Sherilyn C. Fritz and Kenneth L. Pierce","Krause, T. R., Lu, Y., Whitlock, C., Fritz, S. C., & Pierce, K. L. (2015). Patterns of terrestrial and limnologic development in the northern Greater Yellowstone Ecosystem (USA) during the late-glacial/early-Holocene transition. Palaeogeography, Palaeoclimatology, Palaeoecology, 422, 46–56. https://doi.org/10.1016/j.palaeo.2014.12.018"
"604","10.1017/qua.2018.146","2019","Terri Lacourse and Kyle W. Beer and Kira B. Craig and Dante Canil","Lacourse, T., Beer, K. W., Craig, K. B., & Canil, D. (2019). Postglacial wetland succession, carbon accumulation, and forest dynamics on the east coast of Vancouver Island, British Columbia, Canada. Quaternary Research, 92(1), 232–245. https://doi.org/10.1017/qua.2018.146"
"605","10.1016/j.palaeo.2005.05.003","2005","Terri Lacourse and Rolf W. Mathewes and Daryl W. Fedje","Lacourse, T., Mathewes, R. W., & Fedje, D. W. (2005). Late-glacial vegetation dynamics of the Queen Charlotte Islands and adjacent continental shelf, British Columbia, Canada. Palaeogeography, Palaeoclimatology, Palaeoecology, 226(1–2), 36–57. https://doi.org/10.1016/j.palaeo.2005.05.003"
"606","10.1177/095968369700700103","1997","Terryanne E. Maenza-Gmelch","Maenza-Gmelch, T. E. (1997). Holocene vegetation, climate, and fire history of the Hudson Highlands, southeastern New York, USA. The Holocene, 7(1), 25–37. https://doi.org/10.1177/095968369700700103"
"607","The so-called “4.2 Event” in the central Mediterranean and its climate teleconnections (2015). Alpine and Mediterranean Quaternary, 29(1), 5-17. https://amq.aiqua.it/index.php/amq/article/view/91","2006","The so-called “4","The so-called “4.2 Event” in the central Mediterranean and its climate teleconnections (2015). Alpine and Mediterranean Quaternary, 29(1), 5-17. https://amq.aiqua.it/index.php/amq/article/view/91"
"608","Thole, L., Schworer, C., Colombaroli, D., Gobet, E., Kaltenrieder, P., van Leeuwen, J. and Tinner, W., 2016. Reconstruction of Holocene vegetation dynamics at Lac de Bretaye, a high-mountain lake in the Swiss Alps. The Holocene, 26(3), pp.380-396.","2016","Thole","Thole, L., Schworer, C., Colombaroli, D., Gobet, E., Kaltenrieder, P., van Leeuwen, J. and Tinner, W., 2016. Reconstruction of Holocene vegetation dynamics at Lac de Bretaye, a high-mountain lake in the Swiss Alps. The Holocene, 26(3), pp.380-396."
"609","10.1080/01916122.1981.9989220","1981","Thomas A. Ager and John D. Sims","Ager, T. A., & Sims, J. D. (1981). Holocene pollen and sediment record from the tangle lakes area, central Alaska. Palynology, 5(1), 85–98. https://doi.org/10.1080/01916122.1981.9989220"
"610","10.1130/g31827.1","2011","Thomas E. Whittaker and Chris H. Hendy and John C. Hellstrom","Whittaker, T. E., Hendy, C. H., & Hellstrom, J. C. (2011). Abrupt millennial-scale changes in intensity of Southern Hemisphere westerly winds during marine isotope stages 2–4. Geology, 39(5), 455–458. https://doi.org/10.1130/g31827.1"
"611","10.1007/s00334-005-0070-2","2005","Thomas Giesecke","Giesecke, T. (2005). Holocene forest development in the central Scandes Mountains, Sweden. Vegetation History and Archaeobotany, 14(2), 133–147. https://doi.org/10.1007/s00334-005-0070-2"
"612","10.1016/j.quascirev.2012.02.011","2012","Thomas Kasper and Torsten Haberzettl and Stefan Doberschütz and Gerhard Daut and Junbo Wang and Liping Zhu and Norbert Nowaczyk and Roland Mäusbacher","Kasper, T., Haberzettl, T., Doberschütz, S., Daut, G., Wang, J., Zhu, L., et al. (2012). Indian Ocean Summer Monsoon (IOSM)-dynamics within the past 4 ka recorded in the sediments of Lake Nam Co, central Tibetan Plateau (China). Quaternary Science Reviews, 39, 73–85. https://doi.org/10.1016/j.quascirev.2012.02.011"
"613","Thompson, R.S., 1984. Late Pleistocene and Holocene environments in the Great Basin. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.","1984","Thompson","Thompson, R.S., 1984. Late Pleistocene and Holocene environments in the Great Basin. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA."
"614","Thompson et al. (1990; 1992)","1990","Thompson et al","Thompson et al. (1990; 1992)"
"615","10.1038/NGEO2329","2015","Timothy M. Shanahan and Nicholas P. McKay and Konrad A. Hughen and Jonathan T. Overpeck and Bette Otto-Bliesner and Clifford W. Heil and John King and Christopher A. Scholz and John Peck","Shanahan, T. M., McKay, N. P., Hughen, K. A., Overpeck, J. T., Otto-Bliesner, B., Heil, C. W., et al. (2015). The time-transgressive termination of the African Humid Period. Nature Geoscience, 8(2), 140–144. https://doi.org/10.1038/ngeo2329"
"616","10.1016/j.gca.2011.04.003","2011","Ting-Yong Li and Chuan-Chou Shen and Hong-Chun Li and Jun-Yun Li and Hong-Wei Chiang and Sheng-Rong Song and Dao-Xian Yuan and Chris D.-J. Lin and Pan Gao and Liping Zhou and Jian-Li Wang and Ming-Yang Ye and Liang-Liang Tang and Shi-You Xie","Li, T.-Y., Shen, C.-C., Li, H.-C., Li, J.-Y., Chiang, H.-W., Song, S.-R., et al. (2011). Oxygen and carbon isotopic systematics of aragonite speleothems and water in Furong Cave, Chongqing, China. Geochimica et Cosmochimica Acta, 75(15), 4140–4156. https://doi.org/10.1016/j.gca.2011.04.003"
"617","10.1007/s11430-007-0059-z","2007","TingYong Li and DaoXian Yuan and HongChun Li and Yan Yang and JianLi Wang and XinYa Wang and JunYun Li and JiaMing Qin and MeiLiang Zhang and YuShi Lin","Li, T., Yuan, D., Li, H., Yang, Y., Wang, J., Wang, X., et al. (2007). High-resolution climate variability of southwest China during 57–70 ka reflected in a stalagmite δ 18O record from Xinya Cave. Science in China Series D: Earth Sciences, 50(8), 1202–1208. https://doi.org/10.1007/s11430-007-0059-z"
"618","10.1016/j.quascirev.2013.06.019","2013","Tomomi Sone and Akihiro Kano and Tomoyo Okumura and Kenji Kashiwagi and Masako Hori and Xiuyang Jiang and Chuan-Chou Shen","Sone, T., Kano, A., Okumura, T., Kashiwagi, K., Hori, M., Jiang, X., & Shen, C.-C. (2013). Holocene stalagmite oxygen isotopic record from the Japan Sea side of the Japanese Islands, as a new proxy of the East Asian winter monsoon. Quaternary Science Reviews, 75, 150–160. https://doi.org/10.1016/j.quascirev.2013.06.019"
"619","10.1073/pnas.1405653112","2015","Tripti Bhattacharya and Roger Byrne and Harald Böhnel and Kurt Wogau and Ulrike Kienel and B. Lynn Ingram and Susan Zimmerman","Bhattacharya, T., Byrne, R., Böhnel, H., Wogau, K., Kienel, U., Ingram, B. L., & Zimmerman, S. (2015). Cultural implications of late Holocene climate change in the Cuenca Oriental, Mexico. Proceedings of the National Academy of Sciences, 112(6), 1693–1698. https://doi.org/10.1073/pnas.1405653112"
"620","10.1016/j.quaint.2006.02.005","2006","Ulrike Herzschuh and Katja Winter and Bernd Wünnemann and Shijie Li","Herzschuh, U., Winter, K., Wünnemann, B., & Li, S. (2006). A general cooling trend on the central Tibetan Plateau throughout the Holocene recorded by the Lake Zigetang pollen spectra. Quaternary International, 154–155, 113–121. https://doi.org/10.1016/j.quaint.2006.02.005"
"621","10.5194/essd-2022-38","2022","Ulrike Herzschuh and Thomas Böhmer and Chenzhi Li and Manuel Chevalier and Anne Dallmeyer and Xianyong Cao and Nancy H. Bigelow and Larisa Nazarova and Elena Y. Novenko and Jungjae Park and Odile Peyron and Natalia A. Rudaya and Frank Schlütz and Lyudmila S. Shumilovskikh and Pavel E. Tarasov and Yongbo Wang and Ruilin Wen and Qinghai Xu and Zhuo Zheng","Herzschuh, U., Böhmer, T., Li, C., Chevalier, M., Dallmeyer, A., Cao, X., et al. (2022). LegacyClimate 1.0: A dataset of pollen-based climate reconstructions from 2594 Northern Hemisphere sites covering the late Quaternary. https://doi.org/10.5194/essd-2022-38"
"622","10.1029/2017GL076838","2018","V. F. Novello and F. W. Cruz and J. S. Moquet and M. Vuille and M. S. de Paula and D. Nunes and R. L. Edwards and H. Cheng and I. Karmann and G. Utida and N. M. Str{\'{\i}}kis and J. L. P. S. Campos","Novello, V. F., Cruz, F. W., Moquet, J. S., Vuille, M., de Paula, M. S., Nunes, D., et al. (2018). Two Millennia of South Atlantic Convergence Zone Variability Reconstructed From Isotopic Proxies. Geophysical Research Letters, 45(10), 5045–5051. https://doi.org/10.1029/2017gl076838"
"623","10.1016/j.epsl.2014.08.022","2014","V. Gkinis and S.B. Simonsen and S.L. Buchardt and J.W.C. White and B.M. Vinther","Gkinis, V., Simonsen, S. B., Buchardt, S. L., White, J. W. C., & Vinther, B. M. (2014). Water isotope diffusion rates from the NorthGRIP ice core for the last 16,000 years – Glaciological and paleoclimatic implications. Earth and Planetary Science Letters, 405, 132–141. https://doi.org/10.1016/j.epsl.2014.08.022"
"624","10.1111/jbi.12932","2017","Vachel A. Carter and Andrea Brunelle and Thomas A. Minckley and John D. Shaw and R. Justin DeRose and Simon Brewer","Carter, V. A., Brunelle, A., Minckley, T. A., Shaw, J. D., DeRose, R. J., & Brewer, S. (2017). Climate variability and fire effects on quaking aspen in the central Rocky Mountains,            <scp>USA</scp>. Journal of Biogeography, 44(6), 1280–1293. https://doi.org/10.1111/jbi.12932"
"625","10.1038/srep44267","2017","Valdir F. Novello and Francisco W. Cruz and Mathias Vuille and Nicol{\'{a}}s M. Str{\'{\i}}kis and R. Lawrence Edwards and Hai Cheng and Suellyn Emerick and Marcos S. de Paula and Xianglei Li and Eline de S. Barreto and Ivo Karmann and Roberto V. Santos","Novello, V. F., Cruz, F. W., Vuille, M., Stríkis, N. M., Edwards, R. L., Cheng, H., et al. (2017). A high-resolution history of the South American Monsoon from Last Glacial Maximum to the Holocene. Scientific Reports, 7(1). https://doi.org/10.1038/srep44267"
"626","10.1016/j.gca.2012.10.040","2013","Valery J. Terwilliger and Zewdu Eshetu and Jean-Robert Disnar and J{\'{e}}r{\'{e}}my Jacob and W. Paul Adderley and Yongsong Huang and Marcelo Alexandre and Marilyn L. Fogel","Terwilliger, V. J., Eshetu, Z., Disnar, J.-R., Jacob, J., Paul Adderley, W., Huang, Y., et al. (2013). Environmental changes and the rise and fall of civilizations in the northern Horn of Africa: An approach combining δD analyses of land-plant derived fatty acids with multiple proxies in soil. Geochimica et Cosmochimica Acta, 111, 140–161. https://doi.org/10.1016/j.gca.2012.10.040"
"627","Van der Knaap, W.O. and van Leeuwen, J., 1994. Holocene vegetation, human impact, and climatic change in the Serra da Estrela, Portugal. Dissertationes Botanicae, 234, pp.497-535.","1984","Van der Knaap","Van der Knaap, W.O. and van Leeuwen, J., 1994. Holocene vegetation, human impact, and climatic change in the Serra da Estrela, Portugal. Dissertationes Botanicae, 234, pp.497-535."
"628","10.2136/sssaj1985.03615995004900040030x","1985","Vance T. Holliday","Holliday, V. T. (1985). Morphology of Late Holocene Soils at the Lubbock Lake Archeological Site, Texas. Soil Science Society of America Journal, 49(4), 938–946. https://doi.org/10.2136/sssaj1985.03615995004900040030x"
"629","10.1016/j.dib.2021.106930","2021","Varsha Rawat and Suman Rawat and Priyeshu Srivastava and P.S. Negi and Muthusamy Prakasam and Bahadur Singh Kotlia","Rawat, V., Rawat, S., Srivastava, P., Negi, P. S., Prakasam, M., & Kotlia, B. S. (2021). Multiproxy paleoclimate dataset from the Bednikund alpine lake in the Central Himalaya. Data in Brief, 35, 106930. https://doi.org/10.1016/j.dib.2021.106930"
"630","10.1038/ncomms2222","2012","Vasile Ersek and Peter U. Clark and Alan C. Mix and Hai Cheng and R. Lawrence Edwards","Ersek, V., Clark, P. U., Mix, A. C., Cheng, H., & Lawrence Edwards, R. (2012). Holocene winter climate variability in mid-latitude western North America. Nature Communications, 3(1). https://doi.org/10.1038/ncomms2222"
"631","Velle, G., Larsen, J., Eide, W., Peglar, S.M. and Birks, H.J.B., 2005. Holocene environmental history and climate of Ratasjoen, a low-alpine lake in south-central Norway. Journal of Paleolimnology, 33(2), pp.129-153.","2005Legacy","Velle","Velle, G., Larsen, J., Eide, W., Peglar, S.M. and Birks, H.J.B., 2005. Holocene environmental history and climate of Ratasjoen, a low-alpine lake in south-central Norway. Journal of Paleolimnology, 33(2), pp.129-153."
"632","Verheyden, S., E. Keppens, Y. Quinif, H. J. Cheng, & L. R. Edwards (2014). Late-glacial and Holocene climate reconstruction as inferred from a stalagmite - Grotte du Pere Noel, Han-sur-Lesse, Belgium. Geologica Belgica. 17. 83-89. ","2014","Verheyden","Verheyden, S., E. Keppens, Y. Quinif, H. J. Cheng, & L. R. Edwards (2014). Late-glacial and Holocene climate reconstruction as inferred from a stalagmite - Grotte du Pere Noel, Han-sur-Lesse, Belgium. Geologica Belgica. 17. 83-89. "
"633","Verheyden, Sophie & Keppens, Eddy & Quinif, Yves & Cheng, Hai & Edwards, Laurence. (2014). Late-glacial and Holocene climate reconstruction as inferred from a stalagmite - Grotte du Pere Noel, Han-sur-Lesse, Belgium. Geologica Belgica. 17. 83-89. ","2014","Verheyden","Verheyden, Sophie & Keppens, Eddy & Quinif, Yves & Cheng, Hai & Edwards, Laurence. (2014). Late-glacial and Holocene climate reconstruction as inferred from a stalagmite - Grotte du Pere Noel, Han-sur-Lesse, Belgium. Geologica Belgica. 17. 83-89. "
"634","Vescovi, E., Kaltenrieder, P. and Tinner, W., 2010. Late-Glacial and Holocene vegetation history of Pavullo nel Frignano (Northern Apennines, Italy). Review of Palaeobotany and Palynology, 160(1-2), pp.32-45.","2010","Vescovi","Vescovi, E., Kaltenrieder, P. and Tinner, W., 2010. Late-Glacial and Holocene vegetation history of Pavullo nel Frignano (Northern Apennines, Italy). Review of Palaeobotany and Palynology, 160(1-2), pp.32-45."
"635","Visset, L., 1979. Recherches palynologiques sur la vegetation Pleistocene et Holocene de quelques sites du district phytogeographique de Basse-Loire. Doctoral dissertation. Universite d'Aix-Marseille, Marseille, France.","1979Legacy","Visset","Visset, L., 1979. Recherches palynologiques sur la vegetation Pleistocene et Holocene de quelques sites du district phytogeographique de Basse-Loire. Doctoral dissertation. Universite d'Aix-Marseille, Marseille, France."
"636","10.1016/j.quascirev.2003.06.014","2004","Vivienne J. Jones and Melanie J. Leng and Nadia Solovieva and Hilary J. Sloane and Pavel Tarasov","Jones, V. J., Leng, M. J., Solovieva, N., Sloane, H. J., & Tarasov, P. (2004). Holocene climate of the Kola Peninsula; evidence from the oxygen isotope record of diatom silica. Quaternary Science Reviews, 23(7–8), 833–839. https://doi.org/10.1016/j.quascirev.2003.06.014"
"637","Voeltzel, D., 1987. Recherches pollenanalytiques sur la vegetation holocene de la plaine alluviale de l'estuaire de la Loire et des coteaux environnants. Doctoral dissertation. Universite d'Aix-Marseille, Marseille, France.","1987","Voeltzel","Voeltzel, D., 1987. Recherches pollenanalytiques sur la vegetation holocene de la plaine alluviale de l'estuaire de la Loire et des coteaux environnants. Doctoral dissertation. Universite d'Aix-Marseille, Marseille, France."
"638","10.1016/0033-5894(80)90028-9","1980","W. A. Watts","Watts, W. A. (1980). Late-Quaternary Vegetation History at White Pond on the Inner Coastal Plain of South Carolina. Quaternary Research, 13(2), 187–199. https://doi.org/10.1016/0033-5894(80)90028-9"
"639","10.1111/jbi.13407","2018","W. Wyatt Oswald and David R. Foster and Bryan N. Shuman and Elaine D. Doughty and Edward K. Faison and Brian R. Hall and Barbara C. S. Hansen and Matts Lindbladh and Adriana Marroquin and Sarah A. Truebe","Oswald, W. W., Foster, D. R., Shuman, B. N., Doughty, E. D., Faison, E. K., Hall, B. R., et al. (2018). Subregional variability in the response of New England vegetation to postglacial climate change. Journal of Biogeography, 45(10), 2375–2388. https://doi.org/10.1111/jbi.13407"
"640","Wacnik, A., 1995. The vegetational history of local flora and evidences of human activities recorded in the pollen diagram from side Regetovka, northeast Slovakia. Acta Palaeobotanica, 35(2), pp.253-274.","1995","Wacnik","Wacnik, A., 1995. The vegetational history of local flora and evidences of human activities recorded in the pollen diagram from side Regetovka, northeast Slovakia. Acta Palaeobotanica, 35(2), pp.253-274."
"641","Waller, M.P., 1987. The Flandrian vegetational history and environmental development of the Brede and Panel Valleys East Sussex. Doctoral dissertation. Polytechnic of North London, London, United Kingdom.","1987","Waller","Waller, M.P., 1987. The Flandrian vegetational history and environmental development of the Brede and Panel Valleys East Sussex. Doctoral dissertation. Polytechnic of North London, London, United Kingdom."
"642","Waller, M.P. and Marlow, A.D., 1994. Flandrian vegetational history of sout-heastern England. Stratigraphy of the Brede valley and pollen data from Brede Bridge. New Phytologist, 126(2), pp.369-392.","1993","Waller","Waller, M.P. and Marlow, A.D., 1994. Flandrian vegetational history of sout-heastern England. Stratigraphy of the Brede valley and pollen data from Brede Bridge. New Phytologist, 126(2), pp.369-392."
"643","Waller, M., 1994. The Fenland project, number 9: Flandrian environmental change in Fenland (No. 70). Cambridgeshire Archaeological Committee, Cambridge, United Kingdom.","1994","Waller","Waller, M., 1994. The Fenland project, number 9: Flandrian environmental change in Fenland (No. 70). Cambridgeshire Archaeological Committee, Cambridge, United Kingdom."
"644","Waller, M.P., Long, A.J., Long, D. and Innes, J.B., 1999. Patterns and processes in the development of coastal mire vegetation: multi-site investigations from Walland Marsh, Southeast England. Quaternary Science Reviews, 18(12), pp.1419-1444.","1999","Waller","Waller, M.P., Long, A.J., Long, D. and Innes, J.B., 1999. Patterns and processes in the development of coastal mire vegetation: multi-site investigations from Walland Marsh, Southeast England. Quaternary Science Reviews, 18(12), pp.1419-1444."
"645","10.1016/0033-5894(87)90032-9","1987","Wang Fu-Bao and C. Y. Fan","Fu-Bao, W., & Fan, C. Y. (1987). Climatic Changes in the Qinghai-Xizang (Tibetan) Region of China during the Holocene. Quaternary Research, 28(1), 50–60. https://doi.org/10.1016/0033-5894(87)90032-9"
"646","10.1002/jqs.1062","2007","Warren J. Eastwood and Melanie J. Leng and Neil Roberts and Basil Davis","Eastwood, W. J., Leng, M. J., Roberts, N., & Davis, B. (2007). Holocene climate change in the eastern Mediterranean region: a comparison of stable isotope and pollen data from Lake Gölhisar, southwest Turkey. Journal of Quaternary Science, 22(4), 327–341. https://doi.org/10.1002/jqs.1062"
"647","Watts, W.A. and J.P. Bradbury, 1982.Paleoecological studies at Lake Patzcuaro on theWest-Central Mexican Plateau and at Chalco in the Basin of Mexico. Quaternary Research 17 : 56-70.","1982","Watts","Watts, W.A. and J.P. Bradbury, 1982.Paleoecological studies at Lake Patzcuaro on theWest-Central Mexican Plateau and at Chalco in the Basin of Mexico. Quaternary Research 17 : 56-70."
"648","10.5194/cp-13-1285-2017","2017","Wei Ding and Qinghai Xu and Pavel E. Tarasov","Ding, W., Xu, Q., & Tarasov, P. E. (2017). Examining bias in pollen-based quantitative climate reconstructions induced by human impact on vegetation  in China. Climate of the Past, 13(9), 1285–1300. https://doi.org/10.5194/cp-13-1285-2017"
"649","10.1016/j.yqres.2016.05.001","2016","Wei Huang and Yongjin Wang and Hai Cheng and Richard Lawrence Edwards and Chuan-Chou Shen and Dianbing Liu and Qingfeng Shao and Chao Deng and Zhenqiu Zhang and Quan Wang","Huang, W., Wang, Y., Cheng, H., Edwards, R. L., Shen, C.-C., Liu, D., et al. (2016). Multi-scale Holocene Asian monsoon variability deduced from a twin-stalagmite record in southwestern China. Quaternary Research, 86(1), 34–44. https://doi.org/10.1016/j.yqres.2016.05.001"
"650","Welten, M., 1982. Pollenanalytische Untersuchungen zur Vegetationsgeschichte des Schweizerischen Nationalparks. Ergebnisse der wissenschaftlichen Untersuchungen im Schweizerischen Nationalpark, 16, pp.1-43 (in German).","1982","Welten","Welten, M., 1982. Pollenanalytische Untersuchungen zur Vegetationsgeschichte des Schweizerischen Nationalparks. Ergebnisse der wissenschaftlichen Untersuchungen im Schweizerischen Nationalpark, 16, pp.1-43 (in German)."
"651","Welten, M., 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams.","1997","Welten","Welten, M., 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams."
"652","Wendorf, F. and R. Schild, 1980.""Prehistory of the Eastern Sahara."" AcademicPress, New York, 404pp.","1976","Wendorf","Wendorf, F. and R. Schild, 1980.""Prehistory of the Eastern Sahara."" AcademicPress, New York, 404pp."
"653","10.1006/qres.1995.1006","1995","Wendy R. Eisner and Torbjörn E. Törnqvist and Eduard A. Koster and Ole Bennike and Jacqueline F.N. van Leeuwen","Eisner, W. R., Törnqvist, T. E., Koster, E. A., Bennike, O., & van Leeuwen, J. F. N. (1995). Paleoecological Studies of a Holocene Lacustrine Record from the Kangerlussuaq (Søndre Strømfjord) Region of West Greenland. Quaternary Research, 43(1), 55–66. https://doi.org/10.1006/qres.1995.1006"
"654","West, G.J. and McGuire, K.R., 2002. 9,500 years of burning recorded in a high desert marsh. In: Spring-fed Wetlands: Important Scientific and Cultural Resources of the Intermountain Region Conference Proceedings.","2000","West","West, G.J. and McGuire, K.R., 2002. 9,500 years of burning recorded in a high desert marsh. In: Spring-fed Wetlands: Important Scientific and Cultural Resources of the Intermountain Region Conference Proceedings."
"655","Whitehead, D.R. and Jackson, S.T., 1990. The regional vegetational history of the High Peaks (Adirondack Mountains), New York. Bulletin No. 478, New York State Museum, Albany, New York, USA.","1990","Whitehead","Whitehead, D.R. and Jackson, S.T., 1990. The regional vegetational history of the High Peaks (Adirondack Mountains), New York. Bulletin No. 478, New York State Museum, Albany, New York, USA."
"656","Whittaker, T. E. (2008). High-Resolution Speleothem-Based Palaeoclimate Records From New Zealand Reveal Robust Teleconnection To North Atlantic During MIS 1-4 (Thesis, Doctor of Philosophy (PhD)). The University of Waikato, Hamilton, New Zealand. Retrieved from https://hdl.handle.net/10289/2575","2008","Whittaker","Whittaker, T. E. (2008). High-Resolution Speleothem-Based Palaeoclimate Records From New Zealand Reveal Robust Teleconnection To North Atlantic During MIS 1-4 (Thesis, Doctor of Philosophy (PhD)). The University of Waikato, Hamilton, New Zealand. Retrieved from https://hdl.handle.net/10289/2575"
"657","Williams, A.S., 1974. Late-glacial-postglacial vegetational history of the Pretty Lake region, northeastern Indiana. In: U.S. Geological Survey Professional Paper 686-B. U.S. Government Printing Office, Washington DC, USA.","1974","Williams","Williams, A.S., 1974. Late-glacial-postglacial vegetational history of the Pretty Lake region, northeastern Indiana. In: U.S. Geological Survey Professional Paper 686-B. U.S. Government Printing Office, Washington DC, USA."
"658","Winkler, M.G., 1985a.A 12,000-year history of vegetation and climate for Cape Cod, Massachusetts. Quaternary Research 23 : 301-312.","1982","Winkler","Winkler, M.G., 1985a.A 12,000-year history of vegetation and climate for Cape Cod, Massachusetts. Quaternary Research 23 : 301-312."
"659","Winkler, M.G., 1985c. ""Late-Glacial and Holocene Environmental History of South-Central Wisconsin : A Study of Upland and Wetland Ecosystems."" Ph.D. thesis, University of Wisconsin-Madison, Madison, 261pp.","1985c","Winkler","Winkler, M.G., 1985c. ""Late-Glacial and Holocene Environmental History of South-Central Wisconsin : A Study of Upland and Wetland Ecosystems."" Ph.D. thesis, University of Wisconsin-Madison, Madison, 261pp."
"660","Wu, L., Wang, X.Y., Zhang, G.S. and Xiao, X.Y., 2008. Vegetation evolution and climate change since the Holocene recorded by pollen-charcoal assemblages from lacustrine sediments of Chaohu Lake in Anhui Province. Journal of Palaeogeography, 10(2), pp.183-192 (in Chinese).","2008","Wu","Wu, L., Wang, X.Y., Zhang, G.S. and Xiao, X.Y., 2008. Vegetation evolution and climate change since the Holocene recorded by pollen-charcoal assemblages from lacustrine sediments of Chaohu Lake in Anhui Province. Journal of Palaeogeography, 10(2), pp.183-192 (in Chinese)."
"661","Xia, Y.M., 1988. Preliminary study on vegetational development and climatic changes in the Sanjiang Plain in the last 12000 years. Scientia Geographica Sinica, 8(3), pp.240-249 (in Chinese).","1988","Xia","Xia, Y.M., 1988. Preliminary study on vegetational development and climatic changes in the Sanjiang Plain in the last 12000 years. Scientia Geographica Sinica, 8(3), pp.240-249 (in Chinese)."
"662","10.1038/nature20787","2017","Xianfeng Wang and R. Lawrence Edwards and Augusto S. Auler and Hai Cheng and Xinggong Kong and Yongjin Wang and Francisco W. Cruz and Jeffrey A. Dorale and Hong-Wei Chiang","Wang, X., Edwards, R. L., Auler, A. S., Cheng, H., Kong, X., Wang, Y., et al. (2017). Hydroclimate changes across the Amazon lowlands over the past 45,000 years. Nature, 541(7636), 204–207. https://doi.org/10.1038/nature20787"
"663","10.1016/j.margeo.2017.11.014","2018","Xiaojing Du and Ingrid Hendy and Arndt Schimmelmann","Du, X., Hendy, I., & Schimmelmann, A. (2018). A 9000-year flood history for Southern California: A revised stratigraphy of varved sediments in Santa Barbara Basin. Marine Geology, 397, 29–42. https://doi.org/10.1016/j.margeo.2017.11.014"
"664","10.1029/2018JD029699","2019","Xiaokang Liu and Zhiguo Rao and Chuan-Chou Shen and Jianbao Liu and Jianhui Chen and Shengqian Chen and Xianfeng Wang and Fahu Chen","Liu, X., Rao, Z., Shen, C., Liu, J., Chen, J., Chen, S., et al. (2019). Holocene Solar Activity Imprint on Centennial‐ to Multidecadal‐Scale Hydroclimatic Oscillations in Arid Central Asia. Journal of Geophysical Research: Atmospheres, 124(5), 2562–2573. https://doi.org/10.1029/2018jd029699"
"665","10.1007/s11434-011-4848-6","2011","XiuYang Jiang and YaoQi He and ChuanChou Shen and XingGong Kong and ZhiZhong Li and YuWei Chang","Jiang, X., He, Y., Shen, C., Kong, X., Li, Z., & Chang, Y. (2011). Stalagmite-inferred Holocene precipitation in northern Guizhou Province, China, and asynchronous termination of the Climatic Optimum in the Asian monsoon territory. Chinese Science Bulletin, 57(7), 795–801. https://doi.org/10.1007/s11434-011-4848-6"
