"","dataset","tsid","longitude","latitude","ipccReg","Category","CategorySpec","recordRange","recordRes","recordResPlus","season","climInterp","source"
"312","LagodeAjo.Allen.1996","Rx5AiWN5ofW",-6.15,43.05,"MED","Pollen","Pollen (calibrated)",10922.44,128.37,128.37,"Annual","P","Marsicek et al. (2018)"
"313","LagoDellAccesa.Finsinger.2010","LPDba471ae7",10.8972,42.9888,"MED","Pollen","Pollen (not calibrated)",6970,82,82,"Summer","P","Other"
"314","LagoPuertoArturo.Wahl.2014","WEBd1a317bc",-90.183,17.533,"SCA","Lake Sediment d18O","Lake Sediment (d18O)",8267,31,31,"Annual","P-E","wNA"
"315","LagoRogaguado_LR400.Brugger.2016","WEB4362aee7",-65.9486,-13.0508,"SAM","Other","Other (not calibrated)",8087,136.5,134,"Annual","P-E","Other"
"316","LagoUmayo.Baker.2009","WEB3a01bea5",-70.1,-15.44,"SAM","Lake Sediment d18O","Lake Sediment (d18O)",6529,7,7,"Annual","P","Other"
"317","LaGuitarra.Melief.1985","OLS_RusPjLSBZcB",-74,3.87,"NWS","Lake Deposits","Lake Deposits",10319,1192,2069,"Annual","P-E","Oxford Lake Levels Database"
"318","LagunaDeAljojuca.Bhattacharya.2015","LPD5627de74",-97.5338,19.0915,"SCA","Lake Sediment d18O","Lake Sediment (d18O)",4127.1,12.7999999999999,12.7999999999997,"Annual","P-E","Other"
"319","LagunaDeJuanacatlan.Jones.2015","LPD91196716",-104.7364,20.6293,"NCA","Other","Other (not calibrated)",5773,1,1,"Annual","P","wNA"
"320","LagunadeUbaque.Bird.2017","WEB5699be91",-73.935,4.499,"NWS","Other","Other (not calibrated)",4653.5,9,9,"Annual","P","Other"
"321","LagunadeUbaque.Bird.2017","WEBfdaf6c10",-73.935,4.499,"NWS","Other","Other (not calibrated)",4653.5,9,10,"Annual","P-E","Other"
"322","LagunaLaGaiba.Fornace.2016","WEBeab5d1e0",-57.72,-17.77,"SAM","Other","Other (not calibrated)",41.1,1.2,1.15,"Annual","P-E","Other"
"323","LagunaMandiore.Mayle.2019","WEBed535db2",-57.5627,-18.0918,"SAM","Pollen","Pollen (not calibrated)",8828,293,289,"Annual","P-E","Other"
"324","LagunaPumacocha.Bird.2011","WEB98bf1888",-76.0605,-10.7002,"NWS","Other","Other (not calibrated)",11142.38,2.34999999999991,2.38,"Summer","P","Other"
"325","LagunaSaladaChiprana.EPD","RW53C7v5an2",-0.17,41.23,"MED","Pollen","Pollen (calibrated)",7371.89,167.43,167.43,"Annual","P","Marsicek et al. (2018)"
"326","LakeAspvatnet_precip.Bakke.2005","GH0a936972",19.98,69.73,"NEU","Other","Other (not calibrated)",12000,100,100,"Winter","P","Other"
"327","LakeEdward.Russell.2005","WEB579775e5",29.75,-0.4167,"SEAF","Other","Other (not calibrated)",5400,20,20,"Annual","P-E","Other"
"328","LakeMuzi.Humphries.2019","WEBfb1da3c4",32.408,-27.6,"ESAF","Other","Other (not calibrated)",5558.5,14.7999999999997,14.7999999999997,"Annual","P-E","Other"
"329","LakeMuzi.Humphries.2019","WEB039f5197",32.408,-27.6,"ESAF","Other","Other (not calibrated)",5558.5,14.7999999999997,11.6,"Annual","P","Other"
"330","LakeOfTheWoods.Pribyl.2014","GH20782a02",-109.8933,43.4822,"WNA","Other","Other (not calibrated)",11950,50,50,"Annual","P-E","wNA"
"331","LakeVan.Chen.2008","GH7fd4a6f1",43.2,38.4,"WCA","Other","Other (not calibrated)",11000,50,450,"Annual","P-E","Other"
"332","LakeVictoriaPilkingtonBay.Stager.2003","WEBd1f64e69",33.3333,0.3,"SEAF","Other","Other (not calibrated)",10056,23,23,"Annual","P-E","Other"
"333","Lapagrandecave.Strikis.2011","S2LRdNK2vfJIac",-44.28,-14.37,"NES","Speleothem","Speleothem (d18O)",8910.079,9.40000000000055,9.64250000000038,"Summer","P","SISAL"
"334","LB1.Gajewski.1993","M2Lydj1m74xP",-75.62,57.92,"NEN","Pollen","Pollen (calibrated)",6924,141,141,"Annual","P","Marsicek et al. (2018)"
"335","Leake.Dodson.1974b","OLS_RzRHx3ZG7y7",140.57,-37.62,"SAU","Lake Deposits","Lake Deposits",10319,1149,5740,"Annual","P-E","Oxford Lake Levels Database"
"336","Leconte.Hubbs.1960","OLS_Rt3bq8OIkfc",-116,33.33,"NCA","Lake Deposits","Lake Deposits",10319,1149,1149,"Annual","P-E","Oxford Lake Levels Database"
"337","Lednica-1.Makohonienko.1991","RMYKjBcihTx",17.39,52.56,"WCE","Pollen","Pollen (calibrated)",10036.34,125.39,123.53,"Annual","P","Marsicek et al. (2018)"
"338","Lednica-2.Litt.1991","RuZIKXeeBFK",17.39,52.56,"WCE","Pollen","Pollen (calibrated)",9919.6,89.8699999999999,90.0699999999997,"Annual","P","Marsicek et al. (2018)"
"339","LeFourneau.Barbier.1999","R4F5nCGrp6d",-0.19,48.44,"WCE","Pollen","Pollen (calibrated)",10840.99,306.76,306.76,"Annual","P","Marsicek et al. (2018)"
"340","LeGrandLemps.Clerc.1988","RNNwOGu1zNQ",5.42,45.47,"WCE","Pollen","Pollen (calibrated)",10850.52,28.2800000000007,28.2800000000007,"Annual","P","Marsicek et al. (2018)"
"341","Lehmancaves.Lachniet.2014","S2LRBsC6hoSiak",-114.22,39.01,"WNA","Speleothem","Speleothem (d13C)",7610,52,52,"Winter","P-E","SISAL"
"342","LehmanCaves.Steponaitis.2015","WEB753b9479",-114.22,39.01,"WNA","Speleothem","Speleothem (other)",7472,97,221,"Winter","P-E","Other"
"343","Leviathancave.Lachniet.2014","S2LRO9D73hbg4x",-115.58,37.89,"WNA","Speleothem","Speleothem (d13C)",11950,50,50,"Annual","P-E","SISAL"
"344","LiangLuar.Griffiths.2016","S2LRgwWVs7MIO3",120.43,-8.53,"SEA","Speleothem","Speleothem (d18O)",12000,100,100,"Summer","P","SISAL"
"345","LianhuacaveHunan.Cosford.2008","S2LRig6NPgl5Aq",109.5333,29.48,"EAS","Speleothem","Speleothem (d18O)",11792,10,10,"Summer","P","SISAL"
"346","LianhuacaveShanxi.Dong.2018","S2LRbRVYOu2hWu",113.7167,38.1667,"EAS","Speleothem","Speleothem (d18O)",11749,21,21,"Summer","P","SISAL"
"347","LiivjarveBog.Koff.1989","Rk85JTjaeFR",27.58,59.22,"NEU","Pollen","Pollen (calibrated)",10304.47,133.04,131.82,"Annual","P","Marsicek et al. (2018)"
"348","Lily.Cwynar.1990","PYTS71USULB",-135.3953,59.2026,"NWN","Pollen","Pollen (calibrated)",11910,159,146.5,"Annual","P","Arctic Holocene"
"349","LimeLake.Steinman.2016","LPDd6c25776",-117.338,48.874,"WNA","Lake Sediment d18O","Lake Sediment (d18O)",7763.4,13.8,13.85,"Winter","P-E","Other"
"350","LimeLake.Steinman.2016","LPD17fc7c77",-117.338,48.874,"WNA","Other","Other (not calibrated)",7763.4,13.8,13.85,"Winter","P-E","Other"
"351","Limnoncave.Peckover.2019","S2LR8AEiambOvz",22.1403,37.9605,"MED","Speleothem","Speleothem (d13C)",5233.57691594,13.62611689,13.6096427900002,"Annual","P-E","SISAL"
"352","Lingreville.Billard.1995","R3vD0CqGzfQ",-1.54,48.93,"WCE","Pollen","Pollen (calibrated)",3981.41,28.9100000000001,28.9100000000001,"Annual","P","Marsicek et al. (2018)"
"353","LisanDeadSea.Vogel.1972","OLS_Rz4NEhuh5D0",35.5,31.5,"MED","Lake Deposits","Lake Deposits",10319,1149,915,"Annual","P-E","Oxford Lake Levels Database"
"354","Little.Whitlock.1995","M2Lcr8uiytaP",-123.58,44.17,"WNA","Pollen","Pollen (calibrated)",10067,279,282,"Annual","P","Temp12k"
"355","LittleBass.Swain.NA","M2L71dcvhjbP",-93.6,47.29,"CNA","Pollen","Pollen (calibrated)",10468,335,334,"Annual","P","Marsicek et al. (2018)"
"356","LittleLochRoag.Birks.1979","RWiaiYI7DXC",-6.88,58.13,"NEU","Pollen","Pollen (calibrated)",9737.57,248.34,245.65,"Annual","P","Marsicek et al. (2018)"
"357","LittlePondRoyalston.Marsicek.2013","WEB663bb1d8",-72.19,42.68,"ENA","Pollen","Pollen (calibrated)",11000,50,50,"Annual","P","Temp12k"
"358","LittleSalt.Clausen.1979","OLS_RCNyAgAKwud",-82.17,27,"ENA","Lake Deposits","Lake Deposits",10319,1149,3155,"Annual","P-E","Oxford Lake Levels Database"
"359","LittleWindy.Minckley.2012","GHeca74745",-106.33,41.43,"WNA","Other","Other (not calibrated)",11950,50,50,"Annual","P-E","Other"
"360","Lobsigensee.Ammann.1985","RXBhHyr0eCR",7.3,47.03,"WCE","Pollen","Pollen (calibrated)",10289.48,62.3650000000002,66.1300000000001,"Annual","P","Marsicek et al. (2018)"
"361","LoneFoxLake.MacDonald.1985","M2Lpv8aaeszP",-119.72,56.72,"NWN","Pollen","Pollen (calibrated)",10524.9,326.65,326.7,"Annual","P","Temp12k"
"362","LoonPond.Jacobson.Ja","M2Lf430lmdyP",-68.2,45.03,"ENA","Pollen","Pollen (calibrated)",10289.1,234.2,234.2,"Annual","P","Marsicek et al. (2018)"
"363","LouisePond.Mathewes.1994","M2L8oedfsdzP",-131.76,52.95,"NWN","Pollen","Pollen (calibrated)",10912.3,217.1,261.199999999999,"Annual","P","Temp12k"
"364","LowderCreekBog.Anderson.1999","WEB506ba549",-112.7749,37.6644,"WNA","Pollen","Pollen (not calibrated)",11423,384,383.5,"Winter","P-E","wNA"
"365","LowerBearLake.Kirby.2012","GH44c0a9bf",-116.9,34.2,"WNA","Other","Other (not calibrated)",8880.39,17.2599999999993,17.2599999999993,"Annual","P","Other"
"366","LR01.Gajewski.1993","PYTKX89ERPK",-75.25,58.58,"NEN","Pollen","Pollen (calibrated)",7474,354.5,366,"Annual","P","Arctic Holocene"
"367","LR1.Gajewski.1993","M2L31k93odjP",-75.25,58.583,"NEN","Pollen","Pollen (calibrated)",7482,351.5,351.5,"Annual","P","Marsicek et al. (2018)"
"368","LR3.Gajewski.1992","M2LfgvbpzqcP",-75.25,58.58,"NEN","Pollen","Pollen (calibrated)",5722,299,545,"Annual","P","Marsicek et al. (2018)"
"369","LS06MIBO","LS06MIBO10a",87.0755,42.0155,"ECA","Lake Sediment d18O","Lake Sediment (d18O)",8112,60,60,"Annual","P-E","iso2k"
"370","LS07EAGO","LS07EAGO01",29.6,37.12,"MED","Lake Sediment d18O","Lake Sediment (d18O)",10398.3,73.7000000000007,73.7999999999993,"Annual","P-E","iso2k"
"371","LS09MAAS","LS09MAAS",39.4833,12.5833,"NEAF","Lake Sediment d18O","Lake Sediment (d18O)",11957,60,60,"Annual","P-E","iso2k"
"372","LS09MIKU","LS09MIKU01a",99.17,35.3,"TIB","Lake Sediment d18O","Lake Sediment (d18O)",6152,114,106,"Annual","P-E","iso2k"
"373","LS10ANBL","LS10ANBL01a",14.65,62,"NEU","Lake Sediment d18O","Lake Sediment (d18O)",4377.95538,54.8176035,54.862469,"Summer","P-E","iso2k"
"374","LS10HESA","LS10HESA",27.67,62.25,"NEU","Lake Sediment d18O","Lake Sediment (d18O)",9752,67.5,67,"Annual","P-E","iso2k"
"375","LS12GOBA","LS12GOBA01a",115.51,-32.001,"SAU","Lake Sediment d18O","Lake Sediment (d18O)",7296.433333,85.8252499999999,78.6731454999999,"Annual","P-E","iso2k"
"376","LS13LUBA","LS13LUBA01a",92.8142,43.6375,"ECA","Lake Sediment d18O","Lake Sediment (d18O)",8297,105,105,"Annual","P-E","iso2k"
"377","LS14YAHA","LS14YAHA02a",97.58,38.3,"ECA","Lake Sediment d18O","Lake Sediment (d18O)",8679.7,94.3999999999996,94.3999999999999,"Annual","P-E","iso2k"
"378","LS15OEPO","LS15OEPO01a",-70.38,-51.95,"SSA","Lake Sediment d18O","Lake Sediment (d18O)",9280,18,18,"Annual","P-E","iso2k"
