"","dataset","tsid","longitude","latitude","ipccReg","archive","proxy","Category","CategorySpec","minAge","maxAge","ageRange","ageRes","ageResPlus","season","climInterp","source","direction","ka_0.5","ka_4","ka_6","ka_8","ka_10","maxValAge","minValAge"
"753","MaraisdeKeswick.Larouche.1986","M2Lbzvd8czcP",-79.51,44.2,"ENA","LakeSediment","pollen","pollen","pollen",47,4328,4281,71,118,"winter+","T","Temp12k","positive",-11.875,-11.567,NA,NA,NA,47,283
"754","MaraisdeKeswick.Larouche.1986","M2Lzxvu2c01P",-79.51,44.2,"ENA","LakeSediment","pollen","pollen","pollen",47,4328,4281,71,118,"annual","T","Temp12k","positive",4.242,5.045,NA,NA,NA,47,283
"755","MD01_2378.Xu.2008","T2L_MD01_2378_mgca_ruber_SST_from_mgca_ruber",121.788,-13.0825,"NAU","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",730,12000,11270,100,100,"annual","T","Temp12k","positive",31.109,30.929,31.405,31.814,32.1,9840,1940
"756","MD01_2378.Xu.2008","T2L_MD01_2378_d18o_ruber_SST_from_d18o_ruber",121.788,-13.0825,"NAU","MarineSediment","d18O","isotope","isotope",730,12000,11270,100,100,"annual","T","Temp12k","positive",28.986,29.866,29.659,29.504,29.29,4050,10340
"757","MD01_2390.Steinke.2008","T2L_MD01_2390_mgca_ruber_stricto_SST_from_mgca_ruber_stricto",113.409,6.6353,"SEA","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",1199,3590,2391,149.5,149.5,"annual","T","Temp12k","positive",NA,29.038,NA,NA,NA,3131.5,1199
"758","MD01_2390.Steinke.2008","T2L_MD01_2390_mgca_ruber_lato_SST_from_mgca_ruber_lato",113.409,6.6353,"SEA","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",1199,12000,10801,315.75,313,"annual","T","Temp12k","positive",NA,27.638,28.115,27.961,26.755,6142,9972
"759","MD01_2390.Steinke.2008","T2L_MD01_2390_d18o_ruber_SST_from_d18o_ruber",113.409,6.6353,"SEA","MarineSediment","d18O","isotope","isotope",1050,12000,10950,320,320,"annual","T","Temp12k","positive",NA,29.677,29.683,28.674,29.284,4070,11600
"760","MD01_2412.Harada.2006","T2L_MD01_2412_uk37_SST_from_uk37",145.004,44.5275,"EAS","MarineSediment","alkenone","alkenone","alkenone",0,12000,12000,80,80,"annual","T","Temp12k","positive",11.901,11.183,11.594,11.146,10.347,1880,0
"761","MD01_2421.Isono.2009","T2L_MD01_2421_uk37_SST_from_uk37",141.783,36.033,"EAS","MarineSediment","alkenone","alkenone","alkenone",240,12000,11760,56,56,"annual","T","Temp12k","positive",17.74,NA,19.102,20.21,19.335,7533,11845
"762","MD01_2421.Isono.2009","T2L_MD01_2421_d18o_bulloides_SST_from_d18o_bulloides",141.783,36.033,"EAS","MarineSediment","d18O","isotope","isotope",240,12000,11760,223.777,223.5535,"annual","T","Temp12k","positive",16.519,17.077,17.331,18.897,15.819,7987.417,11511
"763","MD01-2416.Sarnthien.2004","LPD5c8693b4",167.725,51.268,"NPO","MarineSediment","foraminifera","other microfossil","other microfossil",5727,11920,6193,101,101,"summerOnly","T","Temp12k","positive",NA,NA,7.27,6.683,7.581,11234,8202
"764","MD01-2444.Martrat.2007","GH8784f3d0",-10.134,37.565,"NAO","MarineSediment","alkenone","alkenone","alkenone",60,12000,11940,170,170,"annual","T","Temp12k","positive",17.348,17.74,18.022,18.456,18.012,7960,170
"765","MD01-2446.Salguero.2014","LPD801dea7f",-12.624,39.0558,"NAO","MarineSediment","foraminifera","other microfossil","other microfossil",2290,12000,9710,200,200,"summerOnly","T","Temp12k","positive",NA,21.8,21.8,21.2,20.26,4220,11400
"766","MD02_2503.Hill.2006","T2L_MD02_2503_d18o_bulloides_SST_from_d18o_bulloides",-120.0365,34.3862,"WNA","MarineSediment","d18O","isotope","isotope",141.492,12000,11858.508,138.041,138.041,"annual","T","Temp12k","positive",15.744,15.67,15.02,14.249,14.034,4600.225,11999.236
"767","MD02_2515.McClymont.2012","T2L_MD02_2515_uk37_SST_from_uk37",-112.0743,27.4835,"NCA","MarineSediment","alkenone","alkenone","alkenone",6825.404,12000,5174.596,30.192,30.192,"annual","T","Temp12k","positive",NA,NA,NA,23.154,21.136,8081.387,10663.15
"768","MD02_2515.McClymont.2012","T2L_MD02_2515_tex86_SST_from_tex86",-112.0743,27.4835,"NCA","MarineSediment","GDGT","other biomarker","other biomarker",6825.404,12000,5174.596,46.8550000000005,46.8500000000004,"annual","T","Temp12k","positive",NA,NA,NA,15.45,16.007,7423.204,8953.43
"769","MD02_2575BAY.Ziegler.2008","T2L_MD02_2575_mgca_ruber_SST_from_mgca_ruber",-87.1188,29.0017,"ENA","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",1239,12000,10761,307,306.5,"annual","T","Temp12k","positive",NA,25.393,25.587,26.246,25.544,8789,2144
"770","MD02_2575BAY.Ziegler.2008","T2L_MD02_2575_d18o_ruber_SST_from_d18o_ruber",-87.1188,29.0017,"ENA","MarineSediment","d18O","isotope","isotope",1239,12000,10761,307,306.5,"annual","T","Temp12k","positive",NA,25.419,23.876,24.411,24.26,3983,10806
"771","MD02_2594.Dyez.2014","T2L_MD02_2594_mgca_ruber_SST_from_mgca_ruber",17.338,-34.71,"WSAF","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",177,12000,11823,351,390,"summerOnly","T","Temp12k","positive",20.198,19.612,17.636,18.971,19.087,528,6388
"772","MD02_2594.Dyez.2014","T2L_MD02_2594_d18o_ruber_SST_from_d18o_ruber",17.338,-34.71,"WSAF","MarineSediment","d18O","isotope","isotope",177,12000,11823,351,390,"annual","T","Temp12k","positive",21.066,20.477,20.938,21.037,20.393,11508,1964
"773","MD03_2607-Assemblage.LopesdosSantos.2013","RbLKw0ooED9",137.4065,-36.9607,"SAU","MarineSediment","foraminifera","other microfossil","other microfossil",1100,12000,10900,400,500,"annual","T","Temp12k","positive",NA,17.9,18.3,18.4,18.3,5100,11800
"774","MD03_2607.LopesdosSantos.2013","T2L_MD03_2607_uk37_SST_from_uk37",137.4065,-36.9607,"SAU","MarineSediment","alkenone","alkenone","alkenone",1100,12000,10900,400,400,"annual","T","Temp12k","positive",NA,18.467,18.349,18.366,17.63,4500,11800
"775","MD03_2607.LopesdosSantos.2013","T2L_MD03_2607_tex86_SST_from_tex86",137.4065,-36.9607,"SAU","MarineSediment","GDGT","other biomarker","other biomarker",1100,12000,10900,400,400,"annual","T","Temp12k","positive",NA,16.373,16.734,16.617,16.308,1300,1600
"776","MD03_2611.Calvo.2007","T2L_MD03_2611_uk37_SST_from_uk37",136.55,-36.73,"SAU","MarineSediment","alkenone","alkenone","alkenone",684,12000,11316,328,324.5,"annual","T","Temp12k","positive",17.156,18.27,18.879,18.623,18.121,7465,684
"777","MD03_2611.Calvo.2007","T2L_MD03_2611_d18o_bulloides_SST_from_d18o_bulloides",136.55,-36.73,"SAU","MarineSediment","d18O","isotope","isotope",684,12000,11316,321,321,"annual","T","Temp12k","positive",16.802,16.342,16.366,16.601,16.046,5825,9023
"778","MD03_2699.Rodrigues.2010","T2L_MD03_2699_uk37_SST_from_uk37",-10.6605,39.0367,"NAO","MarineSediment","alkenone","alkenone","alkenone",932,12000,11068,171.5,172,"annual","T","Temp12k","positive",16.269,16.499,16.332,17.155,17.226,11216,5927
"779","MD03_2707.Weldeab.2007","T2L_MD03_2707_mgca_ruber_pink_SST_from_mgca_ruber_pink",9.3947,2.5019,"CAF","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",360,12000,11640,40,40,"annual","T","Temp12k","positive",27.437,29.003,29.589,29.635,29.737,8870,790
"780","MD03_2707.Weldeab.2007","T2L_MD03_2707_d18o_ruber_pink_SST_from_d18o_ruber_pink",9.3947,2.5019,"CAF","MarineSediment","d18O","isotope","isotope",360,12000,11640,40,40,"annual","T","Temp12k","positive",27.607,28.747,30.476,30.787,30.055,7530,11710
"781","MD03-2601.Kim.2012","PYTQF21HJNC",138.5572,-66.0512,"EAN","MarineSediment","GDGT","other biomarker","other biomarker",1016,9373,8357,184,174,"annual","T","Temp12k","positive",NA,1.479,3.265,1.3,NA,6055,2661
"782","MD032601.Crosta.2007","GH0a861633",138.6,-66,"EAN","MarineSediment","diatom","other microfossil","other microfossil",1000,10843,9843,20,20,"summerOnly","T","Temp12k","positive",13.9,15.584,16.408,12.949,10.873,6284,10046
"783","MD06_3067.Bolliet.2011","R89VJHY12Yf_SST_from_planktic0x2EMgCa",126.4977,6.5143,"SEA","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",4140,12000,7860,125,120,"annual","T","Temp12k","positive",NA,29.791,32.711,31.305,31.578,10310,4140
"784","MD06_3075.Fraser.2014","T2L_MD06_3075_uk37_SST_from_uk37",125.832,6.4762,"SEA","MarineSediment","alkenone","alkenone","alkenone",60,12000,11940,160,160,"annual","T","Temp12k","positive",30.14,30.139,29.745,29.702,29.355,3130,11850
"785","MD06_3075.Fraser.2014","T2L_MD06_3075_d18o_ruber_SST_from_d18o_ruber",125.832,6.4762,"SEA","MarineSediment","d18O","isotope","isotope",0,12000,12000,60,60,"annual","T","Temp12k","positive",29.852,29.244,28.528,28.422,28.003,1140,11920
"786","MD07_3076Q.Gottschalk.2015","T2L_MD07_3076Q_d18o_bulloides_SST_from_d18o_bulloides",-14.2283,-44.1532,"SOO","MarineSediment","d18O","isotope","isotope",1203,12000,10797,316.5,308,"annual","T","Temp12k","positive",NA,8.227,7.537,7.079,8.015,10286,2240
"787","MD07-3088.Montade.2019","RGsuv8QafL5",-75.6833,-46.0667,"SWS","MarineSediment","pollen","pollen","pollen",0,12000,12000,189.5,189,"winterOnly","T","Temp12k","positive",5.531,4.783,5.164,5.285,5.918,10707,6514
"788","MD07-3104.Montade.2019","R8CuAZC0LEY",-72.7781,-41.7111,"SWS","MarineSediment","pollen","pollen","pollen",39,12000,11961,165,163,"winterOnly","T","Temp12k","positive",7.486,9.042,8.776,8.996,9.664,10930,7110
"789","MD07-3124.Caniupan.2014","WEBc2989cec",-74.97,-50.52,"SSA","MarineSediment","alkenone","alkenone","alkenone",0,10742,10742,75,75,"summerOnly","T","Temp12k","positive",10.816,12.008,11.883,11.77,11.742,5373,48
"790","MD79_257.Bard.1997","T2L_MD79_257_uk37_SST_from_uk37",36.33,-20.4,"ESAF","MarineSediment","alkenone","alkenone","alkenone",1200,12000,10800,200,200,"annual","T","Temp12k","positive",NA,29.614,29.534,28.218,27.605,7100,12000
"791","MD79-257.Levi.2007","GHc377da65",36.3,-20.4,"ESAF","MarineSediment","foraminifera","other microfossil","other microfossil",1553.723,12000,10446.277,232.76,232.16,"summer+","T","Temp12k","positive",NA,27.905,28.15,28.067,27.935,11296.913,1865.299
"792","MD79-257.Levi.2007","GH4f526bba",36.3,-20.4,"ESAF","MarineSediment","foraminifera","other microfossil","other microfossil",1553.723,12000,10446.277,232.76,240.878,"winter+","T","Temp12k","positive",NA,26.55,26.527,26.702,26.003,11296.913,1865.299
"793","MD79-257.Levi.2007","GH06e59526",36.3,-20.4,"ESAF","MarineSediment","foraminifera","other microfossil","other microfossil",1553.723,12000,10446.277,232.76,267.937,"annual","T","Temp12k","positive",NA,27.227,27.338,27.385,26.969,11296.913,1865.299
"794","MD84_527.Labracherie.1989","T2L_MD84_527_d18o_pachyderma_SST_from_d18o_pachyderma",51.3183,-43.8217,"SOO","MarineSediment","d18O","isotope","isotope",1750,12000,10250,360,330,"annual","T","Temp12k","positive",NA,7.704,8.297,7.182,9.06,9850,7780
"795","MD84_527.Labracherie.1989","T2L_MD84_527_d18o_bulloides_SST_from_d18o_bulloides",51.3183,-43.8217,"SOO","MarineSediment","d18O","isotope","isotope",1830,12000,10170,330,330,"annual","T","Temp12k","positive",NA,4.94,5.723,5.027,5.08,9550,2930
"796","MD84_527.Sarnthein.1988","Ri4npkyUs4u",51.3183,-43.8217,"SOO","MarineSediment","diatom","other microfossil","other microfossil",1000,11500,10500,360,360,"summerOnly","T","Temp12k","positive",6.8,6.533,6.5,5.825,7.267,2000,11500
"797","MD94_103BAY.Sicre.2005","T2L_MD94_103_uk37_SST_from_uk37",86.5167,-45.5833,"SOO","MarineSediment","alkenone","alkenone","alkenone",2391.9,12000,9608.1,194.25,194.25,"annual","T","Temp12k","positive",NA,7.731,9.027,10.729,10.142,8727.65,2767.3
"798","MD95_2002.Eynaud.2012","RyGcEO9mj5G",-8.5338,47.452,"WCE","MarineSediment","dinocyst","other microfossil","other microfossil",1103,11434,10331,88,88,"winter+","T","Temp12k","positive",NA,10.942,10.853,9.09,7.819,2733,11434
"799","MD95_2002.Eynaud.2012","RffUhzhAxgw",-8.5338,47.452,"WCE","MarineSediment","dinocyst","other microfossil","other microfossil",1103,11434,10331,88,88,"summer+","T","Temp12k","positive",NA,19.108,20.457,18.217,18.541,6554.5,11434
"800","MD95_2002.Eynaud.2012","RikalEe9ykS",-8.5338,47.452,"WCE","MarineSediment","dinocyst","other microfossil","other microfossil",1103,11434,10331,88,88,"annual","T","Temp12k","positive",NA,15.025,15.655,13.654,13.18,6554.5,11434
"801","MD95_2011.Risebrobakken.2003","T2L_MD95_2011_d18o_pachyderma_SST_from_d18o_pachyderma",7.6393,66.9697,"NEU","MarineSediment","d18O","isotope","isotope",483,12000,11517,15.7889999999998,15.7889999999998,"annual","T","Temp12k","positive",10.077,9.355,9.768,9.574,9.938,1933.2,8002.475
"802","MD95_2011.Risebrobakken.2003","T2L_MD95_2011_d18o_pachyderma_d_SST_from_d18o_pachyderma_d",7.6393,66.9697,"NEU","MarineSediment","d18O","isotope","isotope",500.632,12000,11499.368,15.79,15.79,"annual","T","Temp12k","positive",11.259,10.302,10.593,10.124,9.473,2452.5,2688.571
"803","MD95_2011Assemblage.Risebrobakken.2003","R4z8Co5Aghx",7.6393,66.9697,"NEU","MarineSediment","radiolaria","other microfossil","other microfossil",567,11155,10588,81,81,"summerOnly","T","Temp12k","positive",12.367,11.792,11.908,11.5,12.1,4624.5,10641
"804","MD95_2011Assemblage.Risebrobakken.2003","RRd6osZyB8H",7.6393,66.9697,"NEU","MarineSediment","alkenone","alkenone","alkenone",510,8490,7980,60,70,"annual","T","Temp12k","positive",11.156,11.95,12.438,12.463,NA,8295,2310
"805","MD95_2011Assemblage.Risebrobakken.2003","RRGNAojoZVh",7.6393,66.9697,"NEU","MarineSediment","foraminifera","other microfossil","other microfossil",536,12000,11464,13,13,"summerOnly","T","Temp12k","positive",12.046,10.968,10.813,9.949,11.173,780,11906
"806","MD95_2015.Marchal.2002","T2L_MD95_2015_uk37_SST_from_uk37",-25.959,58.7623,"NAO","MarineSediment","alkenone","alkenone","alkenone",690,10980,10290,90,90,"winterOnly","T","Temp12k","positive",10.803,10.912,11.026,11.776,11.712,9240,1280
"807","MD95_2043.Cacho.1999","T2L_MD95_2043_d18o_bulloides_SST_from_d18o_bulloides",-2.6212,36.1433,"MED","MarineSediment","d18O","isotope","isotope",1007.6,12000,10992.4,184.002,197.804,"annual","T","Temp12k","positive",NA,17.435,17.759,18.626,17.308,7978.5,11847.24
"808","MD95_2043.Cacho.1999","T2L_MD95_2043_uk37_SST_from_uk37",-2.6212,36.1433,"MED","MarineSediment","alkenone","alkenone","alkenone",1007.6,12000,10992.4,92.1999999999998,92.1999999999998,"winterOnly","T","Temp12k","positive",NA,18.117,18.259,18.074,18.264,9758.92,11702.44
"809","MD95_2043.Cacho.1999","T2L_MD95_2043_mgca_bulloides_SST_from_mgca_bulloides",-2.6212,36.1433,"MED","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",1081.8,4033,2951.2,332,314.4,"annual","T","Temp12k","positive",NA,16.665,NA,NA,NA,2603,3670.524
"810","MD97_2120.Pahnke.2006","T2L_MD97_2120_d18o_bulloides_SST_from_d18o_bulloides",174.9308,-45.5344,"NZ","MarineSediment","d18O","isotope","isotope",1950,12000,10050,123.630000000001,123.630000000001,"annual","T","Temp12k","positive",NA,8.384,9.207,9.082,9.701,11975.45,2410
"811","MD97_2120.Pahnke.2006","T2L_MD97_2120_mgca_bulloides_SST_from_mgca_bulloides",174.9308,-45.5344,"NZ","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",1950,11851.82,9901.82,569.867,510.1685,"annual","T","Temp12k","positive",NA,11.508,9.093,10.689,11.416,10374.63,1950
"812","MD97_2120.Pahnke.2006","T2L_MD97_2120_uk37_SST_from_uk37",174.9308,-45.5344,"NZ","MarineSediment","alkenone","alkenone","alkenone",1950,12000,10050,135.484,135.484,"annual","T","Temp12k","positive",NA,10.433,10.107,10.944,12.747,11480.91,5592.258
"813","MD97_2121.Pahnke.2006","T2L_MD97_2121_uk37_SST_from_uk37",177.99,-40.38,"NZ","MarineSediment","alkenone","alkenone","alkenone",3316.2,12000,8683.8,65.9000000000005,65.9000000000005,"annual","T","Temp12k","positive",NA,16.238,17.091,17.38,17.013,9007,11997.5
"814","MD97_2141.Rosenthal.2003","T2L_MD97_2141_d18o_ruber_SST_from_d18o_ruber",121.3,8.8,"SEA","MarineSediment","d18O","isotope","isotope",4286,12000,7714,44.3099999999995,44.3099999999995,"annual","T","Temp12k","positive",NA,28.63,28.882,28.466,29.023,6908,11330.26
"815","MD97_2141.Rosenthal.2003","T2L_MD97_2141_mgca_ruber_SST_from_mgca_ruber",121.3,8.8,"SEA","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",4334.286,12000,7665.714,58.0210000000002,58.0210000000006,"annual","T","Temp12k","positive",NA,29.68,29.914,29.72,29.844,9246.724,5253.6
"816","MD97_2146.Shintani.2011","T2L_MD97_2146_tex86_SST_from_tex86",117.384,20.117,"EAS","MarineSediment","GDGT","other biomarker","other biomarker",192.324,12000,11807.676,240.31,229.855,"annual","T","Temp12k","positive",28.305,28.081,28.326,27.499,27.236,550.136,11404.49
"817","MD97_2146.Shintani.2011","T2L_MD97_2146_uk37_SST_from_uk37",117.384,20.117,"EAS","MarineSediment","alkenone","alkenone","alkenone",192.324,11905.37,11713.046,261.299999999999,261.299999999999,"annual","T","Temp12k","positive",28.3,28.13,27.644,26.818,26.065,4082.125,11905.37
"818","MD97_2151.Yamamoto.2013","T2L_MD97_2151_tex86_SST_from_tex86",109.869,8.728,"SEA","MarineSediment","GDGT","other biomarker","other biomarker",955.312,12000,11044.688,378.429999999998,376.9645,"annual","T","Temp12k","positive",28.921,29.639,29.642,29.535,28.56,4918.375,10580.47
"819","MD97_2151.Yamamoto.2013","T2L_MD97_2151_uk37_SST_from_uk37",109.869,8.728,"SEA","MarineSediment","alkenone","alkenone","alkenone",955.312,12000,11044.688,378.43,378.434999999999,"annual","T","Temp12k","positive",29.581,29.271,27.265,28.128,25.601,3812.862,11715.78
"820","MD98_2161.Fan.2018","T2L_MD98_2161_mgca_ruber_SST_from_mgca_ruber",117.48,-5.21,"SEA","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",0,12000,12000,34.6000000000004,34.5500000000002,"annual","T","Temp12k","positive",30.178,30.66,30.944,31.108,31.078,6773.1,11883
"821","MD98_2161.Fan.2018","T2L_MD98_2161_d18o_ruber_SST_from_d18o_ruber",117.48,-5.21,"SEA","MarineSediment","d18O","isotope","isotope",0,12000,12000,34.6000000000004,34.5500000000002,"annual","T","Temp12k","positive",30.287,30.58,30.192,29.996,29.511,4400.3,11801.2
"822","MD98_2165.Levi.2007","T2L_MD98_2165_mgca_ruber_SST_from_mgca_ruber",118.4,-9.65,"SEA","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",767,12000,11233,209,209,"annual","T","Temp12k","positive",30.653,28.105,28.348,29.023,28.404,767,1595
"823","MD98_2176.Stott.2007","T2L_MD98_2176_d18o_ruber_SST_from_d18o_ruber",133.4447,-5.0031,"SEA","MarineSediment","d18O","isotope","isotope",125.7,12000,11874.3,43,43,"annual","T","Temp12k","positive",29.318,28.842,29.005,28.835,28.925,2651.8,8443.3
"824","MD98_2176.Stott.2007","T2L_MD98_2176_mgca_ruber_SST_from_mgca_ruber",133.4447,-5.0031,"SEA","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",125.7,12000,11874.3,43,43,"annual","T","Temp12k","positive",30.983,31.223,32.164,32.108,31.556,6636.3,3609.5
"825","MD98_2178.Fan.2018","T2L_MD98_2178_mgca_ruber_SST_from_mgca_ruber",118.7,3.62,"SEA","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",1629.7,12000,10370.3,24.6999999999998,24.6999999999998,"annual","T","Temp12k","positive",NA,30.594,31.235,30.962,30.185,8501.5,10926.6
"826","MD98_2178.Fan.2018","T2L_MD98_2178_d18o_ruber_SST_from_d18o_ruber",118.7,3.62,"SEA","MarineSediment","d18O","isotope","isotope",1629.7,12000,10370.3,24.6999999999998,24.6999999999998,"annual","T","Temp12k","positive",NA,30.563,30.158,29.653,28.989,7701.4,11635.4
"827","MD98_2181.Stott.2007","T2L_MD98_2181_d18o_ruber_SST_from_d18o_ruber",125.82,6.3,"SEA","MarineSediment","d18O","isotope","isotope",7.8,12000,11992.2,35.5,35.5,"annual","T","Temp12k","positive",29.499,29.272,29.152,28.472,28.573,1711.7,8388.9
"828","MD98_2181.Stott.2007","T2L_MD98_2181_mgca_ruber_SST_from_mgca_ruber",125.82,6.3,"SEA","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",2.6,12000,11997.4,39,39,"annual","T","Temp12k","positive",30.763,31.059,31.501,31.69,32.095,10416,53.5
"829","MD98_2188.Dang.2012","RVW8LmOBhyk",123.49,14.82,"SEA","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",40,12000,11960,70,70,"summerOnly","T","Temp12k","positive",28.682,28.783,28.95,28.644,28.55,5110,11890
"830","MD98_2195.Ijiri.2005","T2L_MD98_2195_uk37_SST_from_uk37",128.9438,31.6388,"EAS","MarineSediment","alkenone","alkenone","alkenone",194,12000,11806,157.5,156,"annual","T","Temp12k","positive",24.016,23.522,23.437,22.746,22.702,9128,11342
"831","MD98_2195.Ijiri.2005","T2L_MD98_2195_tex86_SST_from_tex86",128.9438,31.6388,"EAS","MarineSediment","GDGT","other biomarker","other biomarker",210,11750,11540,470,465,"annual","T","Temp12k","positive",21.175,19.464,20.124,NA,20.014,1470,11160
"832","MD99_2251.Farmer.2008","T2L_MD99_2251_mgca_bulloides_SST_from_mgca_bulloides",-27.9078,57.4478,"NAO","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",560,11990,11430,70,70,"annual","T","Temp12k","positive",13.717,11.472,11.5,11.944,10.578,910,10380
"833","MD99_2269.Kristjnsd_ttir.2017","T2L_MD99_2269_uk37_SST_from_uk37",-20.8632,66.6413,"GIC","MarineSediment","alkenone","alkenone","alkenone",406,11388,10982,53,53,"winterOnly","T","Temp12k","positive",9.329,8.984,9.746,10.277,9.411,10799,11388
"834","MD99_2269.Kristjnsd_ttir.2017","T2L_MD99_2269_mgca_pachyderma_SST_from_mgca_pachyderma",-20.8632,66.6413,"GIC","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",130.308,9436.717,9306.409,56.2,56.0875000000002,"annual","T","Temp12k","positive",4.207,5.527,6.052,6.698,NA,2191.8,216.462
"835","MD99_2269.Kristjnsd_ttir.2017","T2L_MD99_2269_d18o_pachyderma_SST_from_d18o_pachyderma",-20.8632,66.6413,"GIC","MarineSediment","d18O","isotope","isotope",156.154,11519.35,11363.196,51.4569999999994,51.4740000000002,"annual","T","Temp12k","positive",6.617,7.134,7.729,7.237,6.757,1293.8,11206.7
"836","MD99_2339.Eynaud.2009","T2L_MD99_2339_d18o_bulloides_SST_from_d18o_bulloides",-7.5278,35.8855,"MED","MarineSediment","d18O","isotope","isotope",893.8,12000,11106.2,317.95,332.9,"annual","T","Temp12k","positive",20.281,20.312,19.719,19.677,NA,7352.4,11672.8
"837","MD99_2341.Eynaud.2009","T2L_MD99_2341_d18o_bulloides_SST_from_d18o_bulloides",-7.0657,36.3892,"MED","MarineSediment","d18O","isotope","isotope",1143,12000,10857,92,92,"annual","T","Temp12k","positive",NA,20.887,22.711,20.995,21.204,1143,8818
