,Dataset,TSid,RecordLength,RecordMedianResolution,AgeControl_n,AgeControl_Gap,pvalue,rvalue,RMSEvalue,QC,MeasUncertaintyTSid
161,Bezdonnoe.Elina.1981,lcRuxLywlUlr1oU0D9H,11360,260,4,5580,0.048,0.33,88.66,FALSE,lcR7nnmnqbnob1xyQjD
162,BialowiezaForest.Mitchell.1998,lcRSw2qFXFyBzNQpfXG,2220,90,4,940,0.339,0.3,69.73,FALSE,lcRUJ7uu0HNumlHpvD6
163,Bibersee.vanderKnaap.2001,lcRux6T4mIrY0kwQeJs,10090,30,24,2110,0.029,0.43,217.23,TRUE,lcRAie2kLqa5NG3y8rh
164,BigCypressBend.Donders.2005,lcRc1iR30y9I20PLOzN,5290,70,11,1140,0.35,0.32,100.28,FALSE,lcR9OCHp3CMgFpRADqX
165,BigholmBurn.Godwin.1964,lcRZd5ZAY5k6XW4EHCJ,11320,270,5,6080,0.589,0.23,219.7,FALSE,lcR7GQ8nL96NB0L61zw
166,BigJohnPond.Almendinger.1992,lcRUTarORs0GhDla1Wt,5570,390,4,2340,0.359,0.27,48.51,FALSE,lcR1mL7XptFNkJSof2X
167,BigLake.Bennett.2001,lcRTvDE3c7pPtz3Bo6e,11520,300,21,2590,0.165,0.28,112.57,FALSE,lcREiT399o6Ritayr73
168,BigMooseLake.Charles.1984,lcRCQjTmhDCcXt6ODTm,180,10,70,10,0.062,0.13,59.85,FALSE,lcRFSBYzdkY5EeeR9k3
169,BigReedPondHollow.Schauffler.1998,lcR9VmE91gYE2lnCSEG,6410,180,7,3660,0.832,0.26,93.73,FALSE,lcRqupjESYcPzYZF1Dq
170,BigSandyCreek.Albert.2004,lcRBQevparkvZpqLGI4,3570,210,3,2040,0.203,0.19,66.96,FALSE,lcRxulnJK9DiQjVlHrD
171,BillingsPark.Nurse.2017,lcRu6pClKgNed8ZihOI,90,0,10,20,0.725,0.34,51.86,FALSE,lcRLalTqz2WuX4qf2l8
172,BillysLake.JacobsonJr.1975,lcRsfoUhT6YCAPbUHOW,11700,135,6,4400,0.003,0.63,79.97,FALSE,lcRG13lodhYGtl4kXgm
173,BinnewaterPond.Robinson.2005,lcRiWXp2ulA73O9BGX1,11660,110,1,10070,0.036,0.61,110.64,FALSE,lcRDhdEMRwidEuICV88
174,Biot.NicolPichard.1998,lcRQZKJBTPwh4xl9QGp,6640,80,4,2760,0.132,0.33,208.33,FALSE,lcRPoxPVqudT8aGDHDK
175,BitschNaters.vanderKnaap.1997,lcRoCXWDdV0uxUvztLb,11090,140,7,3280,0.025,0.32,198.75,TRUE,lcRurQpwvPIuroCdczT
176,BivierediGela.Colombaroli.2009,lcRvxK7zhrGHqqmmSr5,7530,60,6,1660,0.004,0.51,112.77,TRUE,lcRCMtKKnWhs3ZurnqR
177,Bjarsjoholmssjon.Goransson.1991,lcRjBgUDUDtSFwqLwsp,7520,50,12,2470,0.933,0.16,56.77,FALSE,lcRjvqNC9FNvmSTJEQr
178,Bjarsjon.Bjorck.1986,lcRMD4vXsWQvZ5WJROM,1240,80,3,650,0.702,0.43,128.49,FALSE,lcRuGcUN6sa6TynObnj
179,Bjorksjodamm.Hillden.1979,lcRtFlC8hOp1TfRkzg2,1290,110,1,810,0.139,0.33,75.34,FALSE,lcRNyuJThWvq6pzK8Yk
180,Bjornfjelltjorn.Birks.2003,lcRwQOXeuLh8Xj6xd8Y,11400,170,8,2200,0.313,0.41,124.13,FALSE,lcRl000RibZb1zVmbFK
181,BlackGumSwamp.Foster.1993,lcRLcJzCjoqgEKwHqBs,11720,195,8,3680,0.002,0.56,167.99,TRUE,lcRbtzaLjaFKA9NMKo7
182,BlackLough.Heery.1998,lcRoNnkwA6fKTXN0kyn,6460,100,5,4350,0.753,0.29,233.24,FALSE,lcRWOGRUXE1mxB6hpyv
183,BlackMountainLake.Jodry.1999,lcRdT5wu17v31JdINL9,2810,270,19,2420,0.009,0.31,99.03,FALSE,lcRXodnqjjX8vCX8jsX
184,BlackPond.Cridlebaugh.1984,lcRkQ7MQV7vVwal2Tjj,2740,50,2,2440,0.033,0.44,135.56,FALSE,lcRiMhMxViXTSp0Jr1b
185,BlackPond.Oswald.2018,lcRzR0D9zNCHoiiNJBz,9850,60,13,2320,0.31,0.45,139.59,FALSE,lcRG9V95PG7Hnnzq8oQ
186,BlackSeaSouthwest1.Atanassova.1995,lcRD4z1RTpm50lMBOzF,11620,600,3,4310,0.003,0.56,86.69,FALSE,lcROO3HWcAaevGEjVKj
187,BlackSeaWest.Atanassova.1995,lcRMeqDaXXbDs13Yz5w,11070,335,1,5740,0.001,0.52,92.78,FALSE,lcRuJYtUtMLXD7OtCNP
188,BlacktailPond.Gennett.1977,lcRUW2dFWVGY3EDXbO6,11980,380,2,6490,0.558,0.48,65.57,FALSE,lcRoyf6Gi0DJyBUPGB0
189,BlacktailPond.Krause.2013,lcRMX7qFBxcPDw2jvLv,4830,80,6,2020,0.454,0.38,87.32,FALSE,lcRXfKa2cF9qbeQqFsC
190,BlackwoodsHollow.Schauffler.1998,lcRwN6ehTbqQd5oQD5F,10790,200,7,3140,0.186,0.53,125.95,FALSE,lcRHDYLSfDKHZKZptW5
191,BlackwoodSinkhole.Tamalavage.2018,lcRgoYBxxaYEk8D3gbE,2970,30,19,3030,0.894,0.41,125.02,FALSE,lcRqJScEMBoMzjIkRUm
192,BlairLakes.author.1111,lcRBRBYXqd5xJ692aen,11660,630,2,7280,0.028,0.4,47.41,FALSE,lcR9hPjWQqQRQtFJpuW
193,BlaneysPond.Oswald.2018,lcRtFfJGck4Uc4lzEae,11780,100,12,1830,0.212,0.57,97.3,FALSE,lcRGCHlPhh62IktZdJS
194,Blato.Rybnickova.1974,lcRLYPrlmAi84liEleO,12020,285,1,11520,0.301,0.33,194.62,FALSE,lcREe50DyUcUoUhCL0h
195,Blavasstjonn.Ramfjord.1982,lcRbesFtiaVSu3y6HNg,9930,270,4,4320,0.023,0.36,119.18,FALSE,lcRrkQEOCZWJExr1IFO
196,BledowoLake.Binka.1991,lcRmloHnJknxkBbK8bL,11770,40,3,5370,0.187,0.26,85.74,FALSE,lcRi1uCGWWMHdlIEiq4
197,Blizon.McGhee.1975,lcRb3IPq6wQb5nrxG4O,480,20,2,300,0.192,0.23,114.97,FALSE,lcR6dADYykuMgp2hWyj
198,BloodPond.Oswald.2018,lcRFOyuRIeyddE3MuQ9,12030,100,12,1580,0.072,0.59,113.87,TRUE,lcRKWuQ7JxdzQHjVgiL
199,BLTombigbee.author.1111,lcRtRRHTyjuA98OmG5e,11650,260,5,7020,0.061,0.41,156.04,FALSE,lcRiEIRVLOQZ4K8S0yc
200,BlueLakes.Shriver.2012,lcRGPAP59bYFOeoZWUQ,3370,20,3,2250,0.147,0.38,109.55,FALSE,lcROMk56Ld80HEgjl7i
201,BlueLakeWetlands.Louderback.2009,lcRRB0EopeTszZ5Jj9b,11850,230,7,3720,0.386,0.38,86.42,FALSE,lcRnWgG05gNRhAolXXk
202,BlueMoundsCreek.Davis.1977,lcRRMSDVvcA6CYHRjKv,12010,265,4,4630,0.38,0.38,60.01,FALSE,lcRscC7kloJHIqJ6cHG
203,BluffLake.Mohr.2000,lcRWQr7imOkCfHa0GzU,11300,420,8,2350,0.019,0.16,93.98,FALSE,lcRYRSYdHWWz6XsrRMF
204,Bobrov.Rybnicek.2002,lcROp6UsPqwWYNqf0rg,12000,160,13,2660,0.104,0.18,123.85,FALSE,lcRqjSmQVIZyF2JE1Rx
205,BoehnigseeGoldmoos.Markgraf.1969,lcRtAVCJZveIIYc2jcl,11780,140,3,5390,0.327,0.28,169.06,FALSE,lcRtWJj7bU7j1ypxgkY
206,BogDPond.McAndrews.1966,lcRa58c8LsCT1LuahBY,11090,225,4,5270,0.061,0.62,84.8,FALSE,lcRJ5Q3EkONFvbAFWr1
207,BoisJesus.Cyprien.2006,lcR54cPAgpzFED9yoDJ,10800,150,5,4290,0.519,0.23,152.93,FALSE,lcRdVVnKEdbCm6m55Mo
208,BolshayaKuobakhBagaRiverTerraceSite.Anderson.2002,lcRqT9h7H2sFgHiIjcM,3540,195,6,3590,0.576,0.24,14.05,FALSE,lcROo2qCinNC29ighf0
209,BolshoeEravnoeLake.Tarasov.1994,lcRcBPPVgySC3EnjF1n,8000,750,3,3690,0.043,0.22,35.45,FALSE,lcRK4vSiEDyKG62HwBc
210,Bondone.Gruger.1968,lcRH0atXOQVSTPf3kgm,10590,165,4,5440,0.029,0.47,223.35,FALSE,lcRhwwTQlH6bn67McLl
211,Bonnecombe.deBeaulieu.1985,lcRXhxy8hUqC9DG4P8Q,10230,220,5,3600,0.025,0.14,139.24,FALSE,lcRSI5W7Qmxf0APguGu
212,BonnettLake.Fastovich.2020,lcRmmN190uOBBhihk3O,2920,70,6,2590,0.409,0.6,82.89,FALSE,lcRYnHITX0TpnBZw56t
213,BooneLake.White.1986,lcRZ2QdVH9wVX3IPFKd,11910,95,4,3800,0.088,0.57,87.02,FALSE,lcRcY2L9734qCo2Misg
214,BorderBeacon.Lamb.1982,lcRzKrNEbtaCcBFCZOo,7710,310,5,1930,0.219,0.53,89.92,FALSE,lcRtF1fVmtCjLOIlBtC
215,BorheenLough.author.1111,lcRGslHZWCyVrg0GC0h,11550,340,7,2830,0.224,0.3,171.43,FALSE,lcRiCUoPi4SGqfAwBbx
216,BoriackBog.BryantJr.1977,lcRw4qCePDe3skN1zc8,11740,340,2,6850,0.867,0.63,73.93,FALSE,lcRbJ9v56EizyVIvLZm
217,Borkovickablata.Jankovska.1980,lcRm0YGQVs7uV5DZbIs,11940,150,3,7090,0.148,0.42,215.35,FALSE,lcRikfsRBL8wW4YREPk
218,BorkumRiffgrund.Wolters.2010,lcRES4fPaPNeLKIhsHX,2020,40,3,1090,0.343,0.19,114.33,FALSE,lcRsQp6iRxBUkiRY2vQ
219,BostenLake.Xu.1998,lcRCdNUaPn2VC9hy1nT,11790,510,5,9380,0.958,0.52,50.05,FALSE,lcRyFDg18Fyll3yBNT2
220,BoundaryLake.Stravers.1981,lcRT5XCG0qNNKs4USBL,11550,150,4,3890,0.204,0.53,93.1,FALSE,lcRTN7Bf24GxB7HY6dF
221,BoundaryPond.Mott.1977,lcRnf5Hntb3mqnbq4wh,11960,200,6,4300,0.053,0.61,110.88,FALSE,lcRFf87gYB254j2ff2a
222,BoyiqiaoZK01.Shu.2007,lcRfiwlPMJphFEfYhqi,10960,255,3,7920,0.188,0.76,123.67,FALSE,lcRu6NnzooWgCzzJPdm
223,BrackloonLough.vonEngelbrechten.2000,lcRMIGTWIjMR5dlJa5e,11860,140,2,6290,0.419,0.16,252.64,FALSE,lcRpJYsGrWBXrA95Z06
224,BradfielWoods.Waller.2012,lcRuRHD6Vm8au1OKMf8,50,0,15,50,0.269,0.2,77.45,FALSE,lcRVPu64QHRB7ohJkrf
225,Brameloup.deBeaulieu.1985,lcRNExILvjV5Y9CalCH,11880,180,9,2130,0.183,0.47,207.9,FALSE,lcRAQuQIyb5jFOMQoPF
226,BrandrethBog.Bender.1980,lcRWPAiEyk6iqPwzCPi,11640,210,3,6550,0.057,0.53,130.85,FALSE,lcRnWkNNvje4pmZZXF7
227,BredeBridge.Waller.1993,lcRraSSIL4ehrOMpeyc,5880,40,2,2880,0.007,0.25,148.72,TRUE,lcRmqamNYcMFi4Q0fIi
228,Breidfeld.Couteaux.1969,lcRIT3iHgwyLIhhSCTO,2710,130,3,1420,0.226,0.14,56.72,FALSE,lcRbbASdBO9RH3eIh2g
229,BreitnauNeuhof.Rosch.1989,lcRWWzCPyjezteZo74a,12000,115,14,1950,0.079,0.45,266.17,TRUE,lcRqRh9ffPDdesJ6VCr
230,Brentenlohe.Knipping.1989,lcRJLkjbJ6M0OxWblaW,11880,670,3,4820,0.543,0.11,101.21,FALSE,lcRQuiw6oBXdoMBmsjI
231,BrewsterCreek.Curry.2007,lcRV0zKnswtzNjK25PV,1500,50,6,440,0.003,0.58,84.76,FALSE,lcRKg2NFX3Ku8qf5nbh
232,Brisay2.Richard.1982,lcRkQi3ExHlCAvVGU6N,7060,460,3,2900,0.016,0.4,74.02,FALSE,lcREu2Yesj8JawuP3gO
233,BroadDown.Fyfe.2012,lcRf5sq20cDIh7Jt88q,7620,115,9,1670,0.923,0.2,134.11,FALSE,lcRY5eMWyusN5dBmflD
234,BrophyDitch.Morgan.2000,lcRfkpF9OffUsDIFgzF,6150,220,2,5220,0.212,0.48,85.21,FALSE,lcRSvMkZkpVtS4OQdOW
235,BrownLake.Charles.1984,lcRudVjazd85zsG50E1,120,10,15,50,0.02,0.13,47.1,FALSE,lcRaTvTE7G162wQyi4R
236,BrownsBayLakeMinnetonka.Murchie.1984,lcRxJAunwhkkvEbjMm7,530,20,12,340,0.516,0.18,37.93,FALSE,lcRL1h0gQbPbEAGCFCf
237,BrownsIsland.MalamudRoam.2004,lcRk32TA6yTuD0dKWbi,2520,70,8,690,0.06,0.25,110.21,FALSE,lcRYheqVpGZYcFGawRg
238,BrownsPond.Kneller.1993,lcRlVwbIfAVJkg6wYEN,11810,685,1,8580,0.245,0.55,115.87,FALSE,lcR6j0cTaMGrNnDPfPj
239,Bruchbergmoor.Beug.1999,lcRTIMZ8cegPoFk36Gq,10780,110,13,1590,0.624,0.28,163.47,FALSE,lcRTJ9JTCCeYlBQnly5
240,Bruckmisse.Rosch.2009,lcR16PLNrvDUfXywbFr,8660,55,3,6420,0.7,0.15,128.68,FALSE,lcRcJCYLf6thvmpfUsy
241,Bruckmisse.Rosch.2009,lcR4iehaNeTVyPOO2np,4860,80,4,2200,0.444,0.16,124.13,FALSE,lcRwpsp2H7F4wb1l3Nk
242,Bruckmisse.Rosch.2009,lcRseG41EyZPFn7vBuL,7690,135,9,2410,0.021,0.45,220.13,TRUE,lcRaSO02Ad2l1XRVZEC
243,Brurskardtjorni.Bjune.2005,lcRLALDzbV8deV0FSpS,11460,190,5,3260,0.005,0.44,139.19,TRUE,lcRuMfUibOF89uilYHd
244,BruvatnetRovvejavri.Hyvarinen.1975,lcRYVCE6AHKrzvYXqxg,11440,350,4,4020,0.472,0.26,125.5,FALSE,lcROpoTAac4XFFDo2ZF
245,Brve.Novak.2012,lcRVNGWcSCz0fn0mP6N,2660,70,3,1310,0.059,0.28,109.68,FALSE,lcRTxbGyEopuEHt8Geg
246,BuckbeanBog.Heinrichs.1999,lcRV9Gyoi7zxcDPD6YN,11270,50,6,3760,0.115,0.28,122.53,FALSE,lcR9ngqsGUy8aDtTnSD
247,BuckbeanFen.Baker.1976,lcRnrEDK1gXdTJjKGr0,11860,330,4,3640,0.029,0.38,93.79,FALSE,lcRPM1FPNHYAZGwBk4a
248,BuckLake.author.1111,lcRlOmh5hio8SI6zqLN,7730,110,5,3020,0.005,0.54,73,TRUE,lcR0VJzNJYVbP2rqa1T
249,BuckleyPondHollow.Schauffler.1998,lcRAYuuJ6qc5YNEMDwN,9630,100,7,3830,0.406,0.61,97.07,FALSE,lcRpGoQ27Vhj6KJRTi1
250,Bugristoe.Blyakharchuk.1989,lcRQoeD5swxv5zB9KeA,7010,110,5,3420,0.005,0.61,93.99,TRUE,lcR7UcNscLLdtjvFkCi
251,BulgarianBlackSea.FilipovaMarinova.2014,lcRUewusWiI9G28ut2a,11940,230,18,1890,0.001,0.52,94.99,TRUE,lcRROLRk0gCUDMlFZwr
252,BunkerLake.Edlund.1996,lcRLaPDFR1Ejybkmi5t,11540,590,3,6460,0.464,0.34,143.82,FALSE,lcRrZOZ0r1Kn0ozuktZ
253,BuntesMoor.Weirich.1980,lcRkfg6bHaO4CCRBavf,6680,70,8,3760,0.754,0.12,92.73,FALSE,lcR84w5QvREPrQU4xHs
254,BurdenLake.Gaudreau.1986,lcRi9rpgU3KNzoGhTeP,9710,280,11,1470,0.038,0.48,98.71,TRUE,lcRIxfVbSHy6TyD2sK0
255,Burgaschisee.Rey.2017,lcReLRBwXmvm6BrRAaL,11890,110,12,1480,0.769,0.25,168.78,FALSE,lcR36nucVgIKdmlSyzA
256,Burgaschisee.Rey.2019,lcRPvFq3LxInua5COwz,2730,10,22,570,0.112,0.16,127.09,FALSE,lcRo3iNC2c7gVK9AWY5
257,Burmarradria.Djamali.2013,lcRvhTvMv1rN3mCkkEA,1690,60,5,990,0.894,0.2,93.04,FALSE,lcRleS65y9iDVl9fBah
258,BurntKnobLake.BrunelleDaines.2002,lcRS59OPvgI7vQHp1NO,11740,410,11,2440,0.181,0.45,151.95,FALSE,lcRQQb2antazxrjbJqI
259,ButterMountain.Holland.1975,lcR9IuFnbzFIjMq8B3n,3000,85,5,1270,0.672,0.15,161.35,FALSE,lcRw74sGX8O0QhW66g4
260,ByronBergenSwampSite1.Miller.2003,lcRacHwgLOn8wywiSKK,11630,600,2,5340,0.582,0.59,100.98,FALSE,lcRibFXlpyAbDDZ76ri
261,ByronBergenSwampSite2.Miller.2003,lcRA3IX7BH5vYpwbogB,11730,560,5,3780,0.248,0.58,93.35,FALSE,lcRtU0lJg2lkza5sR8Q
262,Caburn.Waller.2000,lcRzCL3wpGgwDh9YHRn,3250,60,4,1510,0.393,0.16,101.49,FALSE,lcR8ERTyFybNtzwWAzP
263,CaddoCreekCore1.Albert.2011,lcReWDgs2C9uygTwO9i,3300,150,5,1610,0.534,0.66,85.27,FALSE,lcR314QcOIYPtSt8fA9
264,CaddoCreekCore3.Albert.2011,lcRPzK3bolAUBI4YPWm,6990,155,5,2670,0.059,0.64,96.38,TRUE,lcRW4hGggNtg9VYgAkA
265,CahabaPond.Delcourt.1983,lcRVRnl9YOspeS2qWJq,11840,120,8,3390,0.003,0.58,153,TRUE,lcR71CajCsOWtMG2CLm
266,CAHUM558PilotRidge.Hildebrandt.1983,lcRNIEnEVtJYmFem1jy,5590,60,2,2710,0.196,0.33,178.71,FALSE,lcR1P18yqdbb1H4fUjB
267,Cairon.Lespez.2008,lcR0bs4YNCOjM3HMBmd,3290,70,4,1470,0.72,0.12,133.54,FALSE,lcR6Bu2WCD7Tz5viJuR
268,CalanPorter.Yll.1997,lcRIDLCqQA9zY1EgCmy,5250,40,5,2650,0.448,0.24,106.67,FALSE,lcRkjzAb6K5qGaM1oTx
269,CamelLake.Watts.1992,lcR8IMTvqVkdl182Qwk,11320,550,2,8360,0.557,0.63,139.76,FALSE,lcRFnP5RdiVnR9n0M1K
270,CamillanWood.Mitchell.1988,lcRXQo4OEtFNuUDm7K6,8730,485,3,3070,0.146,0.18,209.87,FALSE,lcRW3GaYjJNQuO8s1bK
271,Camp11Lake.Brubaker.1975,lcRYUf2GzuKWaJw7Cls,11670,285,11,2240,0.057,0.34,63.12,TRUE,lcR2H9JT6MZvhUiofrs
272,Camp12Lake.Charles.1984,lcRM4AAx4SOAkdTnWCM,230,10,15,80,0.084,0.24,35.93,FALSE,lcRWJk4GVo2MDARKet1
273,CampLake.UmbanhowarJr.2004,lcRGz3FXIpGuMrfXuTU,1450,60,3,910,0.951,0.29,60.71,FALSE,lcR884cjTnxySqDKuo7
274,CandelabraLake.Cwynar.1995,lcRtMdx8GaxpFSe7CIB,11620,210,12,2590,0.241,0.45,107.61,FALSE,lcRg1q9HaWQG2LwHVdN
275,Cangumiao.Xu.2004,lcRJ9bcRX8zajMu6bEY,5340,180,4,1990,0.031,0.65,86.7,TRUE,lcRFQIAxhXuUrIK0gfr
276,CanyonLake.Davis.1991,lcRPBnamW5NHR8VPMKn,11730,100,8,2340,0.092,0.47,73.65,TRUE,lcRN2tG1bC0NgDdM0zM
277,Capatana.Farcas.2003,lcRRnq6vWiKwuhxQlDx,6360,60,7,2070,0.183,0.19,169.15,FALSE,lcRh1PpP0It0xWbBEL7
278,CapeShpindler.Andreev.2001,lcRaeEm3p5q0v5R3dkJ,9630,335,8,1980,0.044,0.45,61.58,TRUE,lcRErfxEhH0XuiPvy4w
279,CapitolaLake.Calcote.2003,lcRH47ExCxsXc3fhZVO,9980,225,5,3100,0.045,0.32,54,TRUE,lcRyHzXwKpY0wMTsp0O
280,CaribouBog.Gajewski.1987,lcRxYjsjz7Pq8R9egpM,10800,600,7,2420,0.076,0.55,95.5,FALSE,lcR2VAtaRmq1BTxnoQf
281,CaribouHill.Lamb.1982,lcRmNJOZMgsLvePbolW,7270,225,5,1760,0.121,0.64,155.4,FALSE,lcRCUKUyIsqPCS7RvHG
282,CaribouLakeMS7415.Wang.1991,lcRf992so06plWo1gyH,11650,250,3,4570,0.662,0.27,38.93,FALSE,lcRy3ZfT4AntlR5WAB6
283,CarpLake.Barnosky.1983,lcRO0MYdXHUOUmPAKFL,11700,270,5,3870,0.003,0.51,189.68,FALSE,lcRPRzrrmJJTmbT8bei
284,Carquefou.Cyprien.2001,lcR8L8z5JsgIxaGRtTm,1010,40,3,530,0.342,0.17,102.36,FALSE,lcRkfD3CT5vJq4fTSvd
285,Carquefou.Cyprien.2001,lcRI8sX3Od0JpEYzLbI,4600,60,8,1830,0.025,0.2,126.33,TRUE,lcRPzpszuOTb7bxSbbd
286,Carquefou.Cyprien.2001,lcRM8Cr9eTXeouVSXHI,350,10,2,160,0.388,0.25,135.51,FALSE,lcRyiw4FB5I56XrUPYs
287,Carrivmoragh.Holland.1975,lcR6xVjPzMCrPGMs3qy,8050,85,7,3730,0.781,0.32,147.03,FALSE,lcREfWdqrYiGYYtkFCT
288,CassiopePond.Hebda.1997,lcRnPCvpgNAyBJNdyHN,11880,240,2,4650,0.68,0.28,380.35,FALSE,lcRygzLhREWUW6XB9Hj
289,CastleSuscinio.Visset.2006,lcRZIRQnQ9ZYwIhx0XI,7360,70,6,4240,0.001,0.58,113.83,FALSE,lcRvW8WtzuO5GOCPGMi
290,CatahoulaLakecoreCLR3.Tedford.2009,lcR9tWQmLR8rY0mEv9E,4130,120,4,2580,0.957,0.29,59.9,FALSE,lcRUefSIGatsa2lpZDZ
291,CavesdAmont.Carcaud.2002,lcRDwjwQhA8fGXlRjep,7830,80,7,1760,0.152,0.23,127.49,FALSE,lcRaVInpFVXxREKm3Uf
292,CedarBog.Cushing.1967,lcR7Pd6nkezlHdKTxhN,11840,330,2,4680,0.178,0.59,56.59,FALSE,lcRfyzazTrurW7KvivU
293,CedarLake.West.1989,lcRVEw3DiVZuFlOjIhG,11820,180,3,5060,0.583,0.29,143.15,FALSE,lcRrDGczegohOE98qFp
294,CedarSwamp.McLachlan.1995,lcRPDwrFLIZX0d06vyl,10140,250,5,4640,0.166,0.18,289.42,FALSE,lcRqTcv39fmgZQMXOtI
295,CedarTreeNeckBog.Stevens.1996,lcRNJB2NA15Oc0l3Ufc,9620,280,3,8030,0.01,0.54,152.84,FALSE,lcRd7tjzFrH4yLkFQ2e
296,Cernohorskeraseliniste.Speranza.2000,lcRdn0GT7HC4zvBNHQx,2170,50,6,760,0.392,0.28,157.9,FALSE,lcRtaiP8acu1QDrhe30
297,Cernohorskeraseliniste.Svobodova.2002,lcRa5l5pZfeejnPz04H,1930,170,4,800,0.522,0.19,99.3,FALSE,lcR9DLK0NwPV4rmqgfY
298,ChabadaLake.Andreev.1989,lcRfyiICww5bEHzgSml,8940,140,5,4300,0.012,0.26,39.42,FALSE,lcRRMcnb9hHnQXZlMyi
299,ChabadaLake.Tarasov.1994,lcRK7wAgQxbCe8qxnxg,11970,110,3,7490,0.967,0.26,60.98,FALSE,lcRy9FjusIM2nBFjjqS
300,Chadianpo.Zhang.2007,lcRxjdbi8n5mfOcteLV,4220,190,4,2190,0.06,0.68,93.13,TRUE,lcRU9tECdRuLf7o5wNR
301,ChaiwopuLakeCKF.Li.1990,lcRkoHjL6nR44dhFTv2,11520,940,2,10010,0.225,0.55,58.88,FALSE,lcRusm067l4n2WEv2zh
302,ChalcoLake.LozanoGarcia.1994,lcRxJX7TBI1qdpZcTXn,11150,440,4,6080,0.05,0.25,137.85,FALSE,lcRgscRvzrP2IwJvigb
303,Chalkneywood.Waller.2012,lcRkU3glfm0QDtHHyqd,50,0,14,10,0.584,0.12,85.74,FALSE,lcRmw9PeaPwRozRi2Lx
304,Chalkneywood.Waller.2012,lcRfMhTbQRO0zpAAD5h,220,10,16,610,0.86,0.11,68.73,FALSE,lcRl8mPd4kZBcy2iTCy
305,Challerie.Visset.2010,lcRAwM3JK18wOvVoTkD,11780,80,13,2180,0.524,0.24,154.41,FALSE,lcRoasMVtP9sdepakB7
306,ChampGazon.JouffroyBapicot.2010,lcRjbBsdbWp2Ij8P01v,12040,80,8,3000,0.427,0.22,154.52,FALSE,lcRvsHkboNUZdPjXavf
307,ChanceHarbourLake.Jette.1989,lcRW0zzlp9gLRKhnW6D,11690,320,5,3130,0.464,0.59,123.37,FALSE,lcRGzckNVdCPpyuKAKh
308,Changeon.Cyprien.2001,lcRot0vSMJdu0h2nxlA,1050,40,2,690,0.725,0.08,64.34,FALSE,lcRAvlYtOmOOWxujMb9
309,Changshan.Xu.1987,lcRAukV7X1An7gRrAzs,8150,320,1,9720,0.223,0.81,157.28,FALSE,lcRsHhlifaRjMs5nu82
310,Chantemerle.Fauquette.1999,lcRKr2FoiqFt9fd0w2J,4570,240,2,2280,0.019,0.11,112.56,TRUE,lcRaEad7Hr5CM8XZUJJ
311,ChaohuLakeCH1.Wu.2008,lcRRQAEsiOSvKg2mTq7,11260,100,7,3730,0.013,0.77,89.52,TRUE,lcRwjBQEzmSPbBtXlD3
312,Charcenay.Cyprien.2006,lcRzhDMXe7zH10aoacD,11290,160,5,4270,0.087,0.46,250.16,FALSE,lcRUfO5QDxBtlIGsy2I
313,CharcodaCandieira.VanderKnaap.1984,lcRz2jklJHwfxKMvv1z,12050,50,25,1590,0.013,0.19,179.88,TRUE,lcROIsYhiZjSQUiJ3br
314,CharisuMuchangprofile.Li.2003,lcRllyMr8V7cG8EyLk4,5820,120,11,1160,0.204,0.67,76.8,FALSE,lcRBNU3oMomxkwI6JW9
315,ChasePond.Levesque.1993,lcRyaNLAK9UYnXdhQjR,1610,110,3,710,0.035,0.57,110.78,FALSE,lcRiAxGlsO3PJV20eWu
316,ChatsworthBog.King.1981,lcRw5eQfjFqaZQqYEqT,10800,150,5,2720,0.62,0.6,96.87,FALSE,lcRojhe7XcGvLMfbc0R
317,ChefduPont.CletPellerin.2006,lcRjCbCyDjqx8wa5ugs,8360,190,2,4580,0.392,0.33,185.04,FALSE,lcRVg0bLUCXXfeJoH1r
318,CheremushkaBog.Shichi.2009,lcRItU6cA4vc76gAttg,11990,320,6,9840,0.196,0.31,80.11,FALSE,lcRxJueVHCFnsQRLDTA
319,Cherine.McGhee.1975,lcRC89dixzqhA5Zzz9y,1370,60,7,590,0.524,0.16,121.19,FALSE,lcRSv7IqQc8sPG4DjQ4
320,Chernikhovo.Zernitskaya.1985,lcRBo8X8ijCAgT4B982,11270,210,3,4330,0.398,0.26,88.65,FALSE,lcRkll8NyodDQxBYsFy
321,ChernoeLake.Tarasov.1996,lcRYwUN9LJ3J2jNajrS,6910,750,4,3080,0.188,0.31,48.59,FALSE,lcRqzCPrcbniverHIsG
322,ChernyiiYarExposure955.Anderson.2002,lcRrijBtm6QVN2zxhOG,11010,280,4,6400,0.476,0.5,66.86,FALSE,lcR7T0nr2c5dbPddcQT
323,ChernyYar.author.1111,lcRlO89HmV1RXs5Z6iZ,11010,470,1,9880,0.076,0.36,50.3,FALSE,lcRKvtxEkAGvNw52dvC
324,ChesapeakeBayMD992207.Willard.2005,lcRxiT1VG5QPLprUpO8,10360,20,10,3640,0.306,0.38,136.81,FALSE,lcRMgPkIyI7vkQ4p3Ea
325,ChesapeakeBayMD992208.Willard.2005,lcRcFG3crVjUSAWprqH,8040,100,7,5090,0.928,0.21,121.06,FALSE,lcRWgVEmF0lSAMe9xLe
